票站編號,票站,18-20歲,21-25歲,26-30歲,31-35歲,36-40歲,41-45歲,46-50歲,51-55歲,56-60歲,61-65歲,66-70歲,71歲或以上,總數,18-20歲所佔比例,21-25歲所佔比例,26-30歲所佔比例,31-35歲所佔比例,36-40歲所佔比例,41-45歲所佔比例,46-50歲所佔比例,51-55歲所佔比例,56-60歲所佔比例,61-65歲所佔比例,66-70歲所佔比例,71歲或以上所佔比例,
E0101,仁愛堂陳鄭玉而幼稚園,70,128,140,168,259,394,403,432,309,263,189,141,2896,0.02417127072,0.04419889503,0.04834254144,0.05801104972,0.08943370166,0.1360497238,0.1391574586,0.1491712707,0.106698895,0.09081491713,0.06526243094,0.0486878453,2016立法會選舉
E0201,九龍公園體育館,127,233,248,334,476,505,589,552,559,517,573,946,5659,0.02244212758,0.04117335218,0.04382399717,0.05902102845,0.08411380102,0.08923838134,0.1040819933,0.09754373564,0.0987807033,0.09135889733,0.1012546386,0.1671673441,2016立法會選舉
E0401,梁顯利油麻地社區中心,120,265,254,292,324,426,415,497,479,402,375,578,4427,0.02710639259,0.0598599503,0.05737519765,0.06595888864,0.07318726,0.0962276937,0.09374294104,0.1122656426,0.1081996838,0.09080641518,0.08470747685,0.1305624576,2016立法會選舉
E0501,油蔴地天主教小學(海泓道),221,430,404,538,747,1043,1021,1023,801,640,630,892,8390,0.026340882,0.05125148987,0.04815256257,0.06412395709,0.08903456496,0.1243146603,0.1216924911,0.1219308701,0.09547079857,0.07628128725,0.07508939213,0.1063170441,2016立法會選舉
E0601,旺角社區會堂,82,176,221,200,174,183,178,264,275,319,253,353,2678,0.03061986557,0.06572068708,0.08252427184,0.07468259895,0.06497386109,0.06833457804,0.06646751307,0.09858103062,0.1026885736,0.1191187453,0.09447348768,0.1318147872,2016立法會選舉
E0701,明我幼稚園(奧運校),161,311,214,157,103,155,181,259,364,356,338,535,3134,0.0513720485,0.09923420549,0.06828334397,0.05009572431,0.0328653478,0.04945756222,0.05775366943,0.08264199107,0.116145501,0.1135928526,0.1078493937,0.1707083599,2016立法會選舉
E0801,香港保護兒童會中銀幼兒學校,69,121,139,403,477,585,560,396,387,251,212,232,3832,0.01800626305,0.03157620042,0.03627348643,0.1051670146,0.1244780793,0.1526617954,0.1461377871,0.1033402923,0.1009916493,0.06550104384,0.05532359081,0.06054279749,2016立法會選舉
E0901,路德會沙崙學校,112,209,239,249,244,277,252,302,419,311,273,349,3236,0.03461063041,0.06458590853,0.0738566131,0.07694684796,0.07540173053,0.08559950556,0.07787391842,0.09332509271,0.1294808405,0.09610630408,0.08436341162,0.1078491965,2016立法會選舉
E1001,大角嘴天主教小學,105,229,337,321,287,267,228,337,418,380,337,500,3746,0.02802989856,0.061131874,0.0899626268,0.08569140416,0.07661505606,0.07127602776,0.06086492258,0.0899626268,0.1115856914,0.1014415376,0.0899626268,0.1334757074,2016立法會選舉
E1101,中華基督教會基全小學,121,217,295,454,489,728,652,448,373,308,351,432,4868,0.02485620378,0.04457682827,0.06059983566,0.09326211997,0.100451931,0.149548069,0.133935908,0.09202958094,0.07662284306,0.06327033689,0.07210353328,0.08874281019,2016立法會選舉
E1201,鮮魚行學校,119,252,312,319,313,344,311,418,428,412,346,519,4093,0.02907402883,0.06156853164,0.07622770584,0.07793794283,0.07647202541,0.08404593208,0.07598338627,0.1021255803,0.104568776,0.1006596628,0.08453457122,0.1268018568,2016立法會選舉
E1301,聖公會基榮小學,80,198,244,247,231,214,253,309,372,364,288,473,3273,0.02444240758,0.06049495875,0.07454934311,0.07546593339,0.07057745188,0.06538344027,0.07729911396,0.09440879927,0.1136571952,0.1112129545,0.08799266728,0.1445157348,2016立法會選舉
E1401,界限街一號體育館,95,169,220,235,264,311,295,304,348,330,379,628,3578,0.02655114589,0.04723309111,0.06148686417,0.06567915036,0.073784237,0.08692006708,0.08244829514,0.08496366685,0.09726103969,0.09223029625,0.1059250978,0.1755170486,2016立法會選舉
E1501,優才(楊殷有娣)書院,73,163,163,179,194,240,222,242,294,262,289,517,2838,0.02572233968,0.05743481325,0.05743481325,0.06307258633,0.06835799859,0.08456659619,0.07822410148,0.08527131783,0.1035940803,0.09231853418,0.1018322763,0.1821705426,2016立法會選舉
E1601,東華三院羅裕積小學,72,176,166,216,247,248,246,300,308,300,269,383,2931,0.02456499488,0.06004776527,0.05663596042,0.07369498465,0.08427157967,0.08461276015,0.08393039918,0.1023541453,0.1050835892,0.1023541453,0.09177755032,0.1306721256,2016立法會選舉
E1701,油蔴地街坊會學校,64,108,101,101,153,192,267,307,275,163,111,113,1955,0.03273657289,0.05524296675,0.05166240409,0.05166240409,0.07826086957,0.09820971867,0.13657289,0.1570332481,0.1406649616,0.08337595908,0.05677749361,0.05780051151,2016立法會選舉
E1702,香港理工大學紅磡灣校園,8,13,20,26,40,50,41,52,37,29,16,8,340,0.02352941176,0.03823529412,0.05882352941,0.07647058824,0.1176470588,0.1470588235,0.1205882353,0.1529411765,0.1088235294,0.08529411765,0.04705882353,0.02352941176,2016立法會選舉
E1901,佐敦道官立小學,121,270,313,364,476,510,373,510,571,547,549,875,5479,0.02208432196,0.04927906552,0.057127213,0.06643548093,0.08687716737,0.09308267932,0.06807811644,0.09308267932,0.1042160978,0.09983573645,0.1002007666,0.1597006753,2016立法會選舉
F0101,保安道體育館,136,294,324,310,294,319,418,510,577,381,306,533,4402,0.03089504771,0.06678782372,0.07360290777,0.07042253521,0.06678782372,0.07246706043,0.0949568378,0.1158564289,0.1310767833,0.08655156747,0.06951385734,0.1210813267,2016立法會選舉
F0201,福榮街官立小學,138,255,342,372,300,311,434,543,524,407,276,391,4293,0.0321453529,0.05939902166,0.07966457023,0.08665269043,0.06988120196,0.0724435127,0.1010948055,0.1264849755,0.1220591661,0.09480549732,0.0642907058,0.09107849988,2016立法會選舉
F0301,英華女學校,105,229,273,279,232,177,220,294,339,332,293,383,3156,0.03326996198,0.07256020279,0.08650190114,0.08840304183,0.07351077313,0.05608365019,0.06970849176,0.09315589354,0.1074144487,0.1051964512,0.09283903676,0.121356147,2016立法會選舉
F0401,石硤尾社區會堂,184,368,346,283,269,338,505,527,642,741,606,1008,5817,0.03163142513,0.06326285027,0.05948083204,0.04865050713,0.04624376827,0.05810555269,0.0868145092,0.09059652742,0.1103661681,0.1273852501,0.104177411,0.1732851986,2016立法會選舉
F0501,基督教香港崇真會安康幼兒學校,107,221,303,295,252,280,270,384,377,364,328,442,3623,0.02953353574,0.06099917196,0.08363234888,0.08142423406,0.06955561689,0.07728401877,0.07452387524,0.1059895115,0.104057411,0.1004692244,0.0905327077,0.1219983439,2016立法會選舉
F0601,深水埔街坊福利事務促進會,90,235,291,304,243,251,259,303,426,343,313,340,3398,0.02648616833,0.06915832843,0.08563861095,0.08946439082,0.0715126545,0.07386698058,0.07622130665,0.08917010006,0.1253678634,0.1009417304,0.09211300765,0.1000588582,2016立法會選舉
F0701,北河街體育館,63,153,163,186,170,209,192,239,302,259,204,355,2495,0.025250501,0.06132264529,0.06533066132,0.0745490982,0.06813627255,0.08376753507,0.07695390782,0.09579158317,0.1210420842,0.1038076152,0.08176352705,0.1422845691,2016立法會選舉
F0801,南昌社區中心,113,232,351,353,280,251,280,384,498,403,308,490,3943,0.02865838194,0.05883844788,0.08901851382,0.08952574182,0.07101191986,0.06365711387,0.07101191986,0.09738777581,0.1262997717,0.1022064418,0.07811311184,0.1242708598,2016立法會選舉
F0901,英華書院,313,668,548,342,202,226,402,519,715,679,564,995,6173,0.05070468168,0.1082131865,0.08877369188,0.05540255953,0.0327231492,0.03661104811,0.06512230682,0.08407581403,0.1158269885,0.1099951401,0.09136562449,0.1611858092,2016立法會選舉
F1001,麗閣社區會堂,124,287,258,243,253,311,387,568,585,509,490,1067,5082,0.02439984258,0.0564738292,0.0507674144,0.04781582054,0.04978354978,0.06119637938,0.07615112161,0.1117670209,0.1151121606,0.1001574183,0.09641873278,0.20995671,2016立法會選舉
F1101,旅港開平商會學校,93,239,185,211,191,230,301,368,402,368,340,631,3559,0.02613093566,0.06715369486,0.05198089351,0.05928631638,0.05366676033,0.06462489463,0.08457431863,0.1033998314,0.1129530767,0.1033998314,0.09553245294,0.1772969935,2016立法會選舉
F1201,聖公會聖馬利亞堂莫慶堯中學,287,550,453,486,529,599,583,705,799,666,420,439,6516,0.04404542664,0.08440761203,0.06952117864,0.07458563536,0.08118477594,0.09192756292,0.08947206875,0.1081952118,0.12262124,0.1022099448,0.06445672192,0.06737262124,2016立法會選舉
F1301,美孚新邨孚佑堂,136,236,283,451,528,572,569,578,629,555,568,828,5933,0.0229226361,0.03977751559,0.04769930895,0.07601550649,0.08899376369,0.09640991067,0.09590426428,0.09742120344,0.106017192,0.09354458116,0.09573571549,0.1395584022,2016立法會選舉
F1401,博愛醫院美孚荔灣街坊會梁之潛伉儷長者健康支援及進修中心,91,194,260,370,215,255,567,513,569,589,599,749,4971,0.01830617582,0.03902635285,0.05230335949,0.07443170388,0.04325085496,0.05129752565,0.114061557,0.1031985516,0.1144638906,0.1184872259,0.1204988936,0.1506739087,2016立法會選舉
F1501,荔枝角公園體育館,103,230,256,374,541,664,504,444,535,628,546,695,5520,0.01865942029,0.04166666667,0.04637681159,0.06775362319,0.09800724638,0.1202898551,0.09130434783,0.08043478261,0.09692028986,0.1137681159,0.09891304348,0.1259057971,2016立法會選舉
F1601,荔枝角社區會堂,126,180,245,492,652,1344,959,723,426,254,214,218,5833,0.02160123436,0.03085890622,0.04200240014,0.08434767701,0.1117778159,0.2304131665,0.1644093948,0.12394994,0.07303274473,0.04354534545,0.03668781073,0.0373735642,2016立法會選舉
F1701,五邑工商總會學校,70,146,202,280,205,249,267,338,315,283,157,241,2753,0.02542680712,0.05303305485,0.07337450054,0.1017072285,0.07446422085,0.09044678533,0.09698510716,0.1227751544,0.114420632,0.1027969488,0.05702869597,0.08754086451,2016立法會選舉
F1801,長沙灣體育館,120,331,314,295,235,245,492,497,520,482,459,1801,5791,0.0207218097,0.05715765844,0.05422206873,0.05094111552,0.04058021067,0.04230702815,0.08495941979,0.08582282853,0.08979450872,0.08323260231,0.07926092212,0.3109998273,2016立法會選舉
F1901,長沙灣社區中心,97,236,369,371,262,265,391,508,668,473,620,832,5092,0.0190494894,0.04634721131,0.0724666143,0.07285938727,0.05145326002,0.05204241948,0.07678711705,0.09976433621,0.1311861744,0.09289080911,0.1217596229,0.1633935585,2016立法會選舉
F2001,白田社區會堂,160,321,301,239,195,173,275,391,501,455,358,703,4072,0.03929273084,0.07883104126,0.0739194499,0.0586935167,0.04788801572,0.04248526523,0.06753438114,0.096021611,0.1230353635,0.1117387033,0.08791748527,0.1726424361,2016立法會選舉
F2101,聖母玫瑰書院,144,233,207,198,290,426,492,587,597,350,234,229,3987,0.03611738149,0.05843992977,0.05191873589,0.04966139955,0.07273639328,0.1068472536,0.1234010534,0.1472284926,0.1497366441,0.08778530223,0.05869074492,0.05743666917,2016立法會選舉
F2201,大坑東社區中心,114,253,222,291,304,363,377,575,548,606,440,969,5062,0.02252074279,0.04998024496,0.04385618333,0.05748715923,0.06005531411,0.07171078625,0.07447649151,0.1135914658,0.1082576057,0.1197155275,0.08692216515,0.1914263137,2016立法會選舉
F2301,白田天主教小學,92,179,151,112,87,104,149,182,244,268,213,295,2076,0.04431599229,0.08622350674,0.07273603083,0.05394990366,0.04190751445,0.05009633911,0.07177263969,0.08766859345,0.1175337187,0.1290944123,0.1026011561,0.1421001927,2016立法會選舉
F2302,香港城市大學澤安中心,59,111,160,171,179,184,226,270,366,354,292,439,2811,0.0209889719,0.03948772679,0.05691924582,0.06083244397,0.06367840626,0.06545713269,0.08039843472,0.09605122732,0.1302027748,0.1259338314,0.1038776236,0.1561721807,2016立法會選舉
G0101,馬頭涌官立小學,142,305,321,282,344,378,477,545,608,539,562,974,5477,0.02592660215,0.05568742012,0.05860872741,0.0514880409,0.06280810663,0.06901588461,0.08709147343,0.0995070294,0.1110096768,0.09841153916,0.1026109184,0.177834581,2016立法會選舉
G0201,土瓜灣體育館,237,482,459,575,595,662,609,745,764,694,824,1092,7738,0.03062806927,0.06228999742,0.05931765314,0.07430860688,0.07689325407,0.08555182218,0.07870250711,0.09627810804,0.09873352287,0.08968725769,0.1064874645,0.1411217369,2016立法會選舉
G0301,保良局林文燦英文小學,142,328,379,372,386,410,478,583,565,525,478,876,5522,0.02571532054,0.05939876856,0.0686345527,0.06736689605,0.06990220934,0.0742484607,0.08656283955,0.1055776892,0.1023180007,0.09507424846,0.08656283955,0.1586381746,2016立法會選舉
G0401,獻主會聖馬善樂小學,136,262,286,265,284,358,426,525,539,465,516,1107,5169,0.02631069839,0.05068678661,0.05532985104,0.05126716967,0.054942929,0.0692590443,0.0824143935,0.1015670342,0.1042754885,0.08995937319,0.09982588508,0.2141613465,2016立法會選舉
G0501,聖文嘉幼稚園,90,150,183,95,153,260,316,347,316,241,222,682,3055,0.0294599018,0.04909983633,0.05990180033,0.03109656301,0.05008183306,0.08510638298,0.1034369885,0.1135842881,0.1034369885,0.07888707038,0.07266775777,0.2232405892,2016立法會選舉
G0502,循道衛理楊震社會服務處何文田青少年綜合發展中心,78,150,188,101,119,168,200,230,253,224,224,634,2569,0.03036200856,0.05838847801,0.07318022577,0.03931490852,0.04632152589,0.06539509537,0.07785130401,0.08952899961,0.09848189957,0.08719346049,0.08719346049,0.2467886337,2016立法會選舉
G0601,余振強紀念中學,83,184,230,239,296,457,496,550,380,314,254,441,3924,0.02115188583,0.04689092762,0.05861365953,0.06090723751,0.0754332314,0.1164627931,0.126401631,0.1401630989,0.09683995923,0.08002038736,0.06472986748,0.1123853211,2016立法會選舉
G0602,何文田官立中學,40,85,89,84,148,155,176,214,231,214,198,390,2024,0.01976284585,0.04199604743,0.04397233202,0.04150197628,0.07312252964,0.07658102767,0.08695652174,0.1057312253,0.1141304348,0.1057312253,0.09782608696,0.192687747,2016立法會選舉
G0701,明愛九龍社區中心,41,77,107,117,175,219,285,238,235,193,162,152,2001,0.02048975512,0.03848075962,0.05347326337,0.05847076462,0.08745627186,0.1094452774,0.1424287856,0.1189405297,0.1174412794,0.09645177411,0.08095952024,0.07596201899,2016立法會選舉
G0702,九龍總商會,75,133,153,209,281,317,306,309,320,275,294,408,3080,0.02435064935,0.04318181818,0.04967532468,0.06785714286,0.09123376623,0.1029220779,0.09935064935,0.1003246753,0.1038961039,0.08928571429,0.09545454545,0.1324675325,2016立法會選舉
G0801,賽馬會官立中學,87,246,265,290,346,397,385,285,472,391,291,427,3882,0.02241112828,0.06336939722,0.06826378156,0.07470376095,0.08912931479,0.1022668727,0.09917568264,0.07341576507,0.1215868109,0.1007212777,0.07496136012,0.109994848,2016立法會選舉
G0901,九龍塘官立小學,102,171,161,185,343,467,474,467,452,334,307,456,3919,0.02602704772,0.04363357999,0.04108190865,0.04720591988,0.08752232712,0.1191630518,0.1209492217,0.1191630518,0.1153355448,0.08522582291,0.07833631028,0.1163562133,2016立法會選舉
G0902,九龍方方樂趣幼稚兒園,11,23,43,39,32,53,44,61,80,84,53,76,599,0.0183639399,0.03839732888,0.07178631052,0.06510851419,0.05342237062,0.08848080134,0.0734557596,0.101836394,0.1335559265,0.1402337229,0.08848080134,0.1268781302,2016立法會選舉
G1001,九龍城體育館,87,153,162,214,231,243,305,274,316,274,248,414,2921,0.02978432044,0.05237932215,0.05546045875,0.07326258131,0.07908250599,0.08319068812,0.1044162958,0.09380349195,0.1081821294,0.09380349195,0.08490243067,0.1417322835,2016立法會選舉
G1101,聖三一堂小學,111,183,198,291,438,482,431,418,293,282,223,367,3717,0.02986279257,0.04923325262,0.05326876513,0.0782889427,0.1178369653,0.1296744687,0.1159537261,0.1124562819,0.07882701103,0.07586763519,0.05999461932,0.09873553941,2016立法會選舉
G1201,保良局溫林美賢耆暉中心,94,184,159,144,182,290,308,342,342,251,261,302,2859,0.03287862889,0.06435816719,0.055613851,0.05036726128,0.0636586219,0.1014340679,0.1077299755,0.1196222455,0.1196222455,0.08779293459,0.09129066107,0.1056313396,2016立法會選舉
G1301,佛教陳策文伉儷幼稚園,124,301,254,194,273,370,371,437,572,460,473,496,4325,0.02867052023,0.06959537572,0.0587283237,0.04485549133,0.06312138728,0.08554913295,0.08578034682,0.1010404624,0.1322543353,0.1063583815,0.1093641618,0.1146820809,2016立法會選舉
G1501,基督教香港信義會紅磡信義學校,87,138,179,155,179,222,199,204,234,287,324,526,2734,0.03182150695,0.05047549378,0.06547183614,0.05669348939,0.06547183614,0.08119970739,0.07278712509,0.07461594733,0.08558888076,0.1049743965,0.1185076811,0.1923920995,2016立法會選舉
G1601,中華基督教會基道中學,87,168,221,233,209,254,320,371,363,308,227,371,3132,0.02777777778,0.05363984674,0.07056194125,0.07439335888,0.06673052363,0.08109833972,0.1021711367,0.1184546616,0.1159003831,0.09833971903,0.07247765006,0.1184546616,2016立法會選舉
G1701,博愛醫院任永賢夫人幼稚園幼兒中心,109,166,155,157,217,352,374,462,386,275,182,179,3014,0.03616456536,0.05507631055,0.05142667551,0.05209024552,0.07199734572,0.1167883212,0.1240875912,0.1532846715,0.1280690113,0.09124087591,0.0603848706,0.05938951559,2016立法會選舉
G1702,紅磡社區會堂,73,150,177,147,202,219,175,262,228,256,231,346,2466,0.0296025953,0.06082725061,0.07177615572,0.0596107056,0.08191403082,0.08880778589,0.07096512571,0.1062449311,0.09245742092,0.103811841,0.09367396594,0.1403081914,2016立法會選舉
G1801,葛量洪校友會黃埔學校,225,501,451,454,499,682,739,931,930,742,502,546,7202,0.03124132186,0.06956401,0.06262149403,0.06303804499,0.06928630936,0.0946959178,0.102610386,0.1292696473,0.129130797,0.103026937,0.06970286032,0.07581227437,2016立法會選舉
G1901,馬頭涌官立小學(紅磡灣),72,72,98,190,341,379,377,245,185,134,67,73,2233,0.03224361845,0.03224361845,0.04388714734,0.08508732647,0.1527093596,0.1697268249,0.1688311688,0.1097178683,0.0828481863,0.06000895656,0.03000447828,0.03269144648,2016立法會選舉
G1902,香港青少年服務處賽馬會方樹泉綜合青少年服務中心,61,98,142,160,243,231,201,248,272,195,164,204,2219,0.0274898603,0.04416403785,0.06399278954,0.0721045516,0.1095087877,0.1041009464,0.09058134295,0.111762055,0.1225777377,0.08787742226,0.07390716539,0.09193330329,2016立法會選舉
G2001,聖公會聖匠中學,186,324,370,440,465,501,459,556,648,661,631,827,6068,0.03065260382,0.05339485827,0.06097560976,0.07251153593,0.07663150956,0.08256427159,0.07564271589,0.09162821358,0.1067897165,0.1089321028,0.1039881345,0.1362887278,2016立法會選舉
G2101,紅磡市政大廈體育館,129,232,281,262,280,304,341,376,504,459,453,750,4371,0.02951269732,0.05307709906,0.06428734843,0.05994051704,0.06405856783,0.06954930222,0.0780141844,0.08602150538,0.1153054221,0.1050102951,0.1036376115,0.1715854496,2016立法會選舉
G2201,愛培學校,86,207,163,207,228,211,273,367,381,328,310,601,3362,0.0255800119,0.06157049375,0.04848304581,0.06157049375,0.06781677573,0.06276026175,0.08120166568,0.1091612136,0.1133254015,0.09756097561,0.09220701963,0.1787626413,2016立法會選舉
G2301,何文田體育館,102,285,253,253,207,257,239,280,325,399,546,821,3967,0.02571212503,0.07184270229,0.06377615326,0.06377615326,0.05218048903,0.06478447189,0.06024703806,0.07058230401,0.08192588858,0.1005797832,0.1376354928,0.2069573985,2016立法會選舉
G2401,路德會包美達社區中心,171,334,338,334,456,651,643,650,614,583,565,1036,6375,0.02682352941,0.05239215686,0.05301960784,0.05239215686,0.07152941176,0.1021176471,0.1008627451,0.1019607843,0.09631372549,0.09145098039,0.08862745098,0.1625098039,2016立法會選舉
H0101,黃大仙社區中心,258,500,398,323,337,506,659,916,733,543,408,1070,6651,0.03879115922,0.07517666516,0.05984062547,0.0485641257,0.05066907232,0.07607878515,0.09908284469,0.1377236506,0.1102089911,0.08164185837,0.06134415877,0.1608780634,2016立法會選舉
H0201,聖公會基德小學,135,346,336,390,342,316,447,694,674,509,454,947,5590,0.02415026834,0.06189624329,0.06010733453,0.06976744186,0.06118067979,0.05652951699,0.07996422182,0.1241502683,0.1205724508,0.09105545617,0.08121645796,0.1694096601,2016立法會選舉
H0301,龍翔官立中學,168,275,255,189,126,176,271,400,448,333,330,825,3796,0.04425711275,0.07244467861,0.06717597471,0.04978925184,0.03319283456,0.04636459431,0.07139093783,0.105374078,0.1180189673,0.08772391992,0.08693361433,0.2173340358,2016立法會選舉
H0401,嗇色園西醫診所,149,289,229,317,173,258,429,650,439,339,238,363,3873,0.03847146915,0.07461915828,0.05912729151,0.0818486961,0.04466821585,0.06661502711,0.1107668474,0.1678285567,0.1133488252,0.08752904725,0.06145107152,0.09372579396,2016立法會選舉
H0501,鳳德社區中心,220,411,366,323,319,411,528,881,785,591,488,1142,6465,0.03402938902,0.06357308585,0.056612529,0.04996133024,0.04934261408,0.06357308585,0.08167053364,0.1362722351,0.1214230472,0.09141531323,0.075483372,0.1766434648,2016立法會選舉
H0601,香港小童群益會賽馬會慈雲山青少年綜合服務中心,119,314,387,248,223,174,252,618,786,383,212,387,4103,0.02900316841,0.07652936875,0.09432122837,0.06044357787,0.05435047526,0.04240799415,0.06141847429,0.1506214965,0.191567146,0.09334633195,0.05166951011,0.09432122837,2016立法會選舉
H0602,保良局張麥珍耆樂中心,98,164,118,152,261,491,552,531,293,162,90,114,3026,0.0323859881,0.05419695968,0.03899537343,0.05023132849,0.08625247852,0.1622604098,0.182419035,0.1754791804,0.09682749504,0.05353602115,0.02974223397,0.03767349636,2016立法會選舉
H0701,可立中學(嗇色園主辦),76,156,146,188,187,255,235,284,229,230,240,401,2627,0.02893033879,0.05938332699,0.05557670346,0.07156452227,0.07118385992,0.09706889989,0.08945565284,0.1081081081,0.08717167872,0.08755234107,0.0913589646,0.1526456033,2016立法會選舉
H0702,嘉諾撒小學(新蒲崗),102,218,188,242,300,476,452,426,356,281,271,359,3671,0.02778534459,0.05938436393,0.05121220376,0.06592209207,0.08172160174,0.1296649414,0.1231272133,0.1160446745,0.09697630074,0.0765459003,0.07382184691,0.09779351675,2016立法會選舉
H0801,東頭社區中心,152,295,357,372,321,403,439,571,614,532,504,981,5541,0.0274318715,0.05323948746,0.06442880347,0.06713589605,0.05793178127,0.07273055405,0.07922757625,0.103049991,0.110810323,0.09601155026,0.09095831077,0.1770438549,2016立法會選舉
H0901,華德學校,60,159,170,161,134,172,248,277,294,262,219,501,2657,0.02258185924,0.05984192699,0.06398193451,0.06059465563,0.05043281897,0.06473466315,0.09333835152,0.1042529168,0.1106511103,0.09860745201,0.08242378623,0.1885585247,2016立法會選舉
H1001,摩士公園體育館,159,329,333,287,289,396,438,693,674,505,402,874,5379,0.02955939766,0.06116378509,0.06190741774,0.05335564231,0.05372745864,0.0736196319,0.08142777468,0.1288343558,0.1253021008,0.09388362149,0.07473508087,0.162483733,2016立法會選舉
H1101,香港青年協會賽馬會橫頭磡青年空間,90,186,193,171,137,182,216,298,334,283,263,584,2937,0.03064351379,0.0633299285,0.0657133129,0.0582226762,0.04664623766,0.06196799455,0.07354443309,0.101464079,0.1137214845,0.09635682669,0.08954715696,0.1988423561,2016立法會選舉
H1102,香港傷殘青年協會賽馬會活動中心,85,194,227,171,167,122,203,216,352,294,268,582,2881,0.02950364457,0.06733772995,0.07879208608,0.05935439084,0.05796598403,0.0423464075,0.07046164526,0.07497396737,0.1221797987,0.1020479,0.09302325581,0.2020131899,2016立法會選舉
H1201,天主教博智小學,107,237,222,252,227,242,297,506,568,354,242,496,3750,0.02853333333,0.0632,0.0592,0.0672,0.06053333333,0.06453333333,0.0792,0.1349333333,0.1514666667,0.0944,0.06453333333,0.1322666667,2016立法會選舉
H1202,潔心林炳炎中學,99,163,125,123,117,204,242,382,350,241,168,321,2535,0.03905325444,0.06429980276,0.04930966469,0.04852071006,0.04615384615,0.08047337278,0.09546351085,0.1506903353,0.1380670611,0.09506903353,0.06627218935,0.1266272189,2016立法會選舉
H1301,嗇色園主辦可德幼稚園,72,168,202,171,150,165,211,250,300,230,220,427,2566,0.02805923617,0.06547155105,0.07872174591,0.06664068589,0.05845674201,0.06430241621,0.08222915043,0.09742790335,0.116913484,0.08963367108,0.08573655495,0.1664068589,2016立法會選舉
H1302,翠竹商場5樓,124,304,320,284,276,260,281,527,565,397,296,424,4058,0.03055692459,0.07491375062,0.0788565796,0.06998521439,0.0680137999,0.06407097092,0.06924593396,0.1298669295,0.1392311483,0.09783144406,0.07294233613,0.104484968,2016立法會選舉
H1401,竹園社區中心,61,136,121,135,106,111,124,195,247,286,277,594,2393,0.02549101546,0.05683242791,0.05056414542,0.05641454242,0.04429586293,0.04638529043,0.05181780192,0.08148767238,0.1032177183,0.1195152528,0.1157542833,0.2482239866,2016立法會選舉
H1402,浸信會天虹小學,77,152,155,164,108,114,136,182,235,276,207,308,2114,0.03642384106,0.07190160833,0.07332071902,0.07757805109,0.05108798486,0.05392620624,0.06433301798,0.08609271523,0.1111636708,0.1305581835,0.09791863765,0.1456953642,2016立法會選舉
H1501,竹園體育館,133,251,372,406,387,399,508,589,635,502,485,1004,5671,0.02345265385,0.04426027156,0.06559689649,0.07159231176,0.06824193264,0.07035796156,0.08957855757,0.1038617528,0.111973197,0.08852054311,0.08552283548,0.1770410862,2016立法會選舉
H1601,慈雲山(南區)社區中心,309,678,496,324,221,260,428,675,749,549,519,955,6163,0.05013791984,0.1100113581,0.08048028558,0.05257179945,0.0358591595,0.04218724647,0.06944669804,0.1095245822,0.1215317216,0.08907999351,0.0842122343,0.1549570015,2016立法會選舉
H1701,肖霞幼稚園,222,407,255,297,380,664,792,810,670,365,358,585,5805,0.03824289406,0.07011197244,0.04392764858,0.0511627907,0.06546080965,0.1143841516,0.1364341085,0.1395348837,0.1154177433,0.06287683032,0.0616709733,0.1007751938,2016立法會選舉
H1801,慈雲山聖文德天主教小學,397,863,628,421,277,249,517,621,690,520,430,970,6583,0.06030685098,0.1310952453,0.0953972353,0.0639526052,0.0420780799,0.03782469998,0.07853562206,0.09433389032,0.1048154337,0.07899134133,0.06531976303,0.1473492329,2016立法會選舉
H1901,德愛中學,269,620,420,411,401,400,490,738,840,620,438,765,6412,0.0419525889,0.09669369931,0.06550218341,0.06409856519,0.06253898939,0.06238303182,0.07641921397,0.1150966937,0.1310043668,0.09669369931,0.06830941984,0.1193075483,2016立法會選舉
H2001,香港海事青年團,104,163,192,254,187,192,250,387,499,411,272,415,3326,0.03126879134,0.0490078172,0.0577269994,0.07636800962,0.05622369212,0.0577269994,0.0751653638,0.1163559832,0.1500300661,0.1235718581,0.08177991581,0.1247745039,2016立法會選舉
H2002,香港遊樂場協會賽馬會瓊富青少年綜合服務中心,107,199,170,201,270,459,504,519,393,394,386,802,4404,0.02429609446,0.04518619437,0.03860127157,0.04564032698,0.06130790191,0.1042234332,0.1144414169,0.1178474114,0.08923705722,0.08946412352,0.0876475931,0.1821071753,2016立法會選舉
H2101,保良局陳麗玲(百周年)學校,210,420,351,235,297,496,591,765,553,397,358,520,5193,0.04043905257,0.08087810514,0.06759098787,0.0452532255,0.05719237435,0.09551319083,0.1138070479,0.1473136915,0.1064895051,0.07644906605,0.06893895629,0.1001347968,2016立法會選舉
H2201,香港幼稚園協會幼兒學校,121,293,327,207,210,213,239,342,400,398,397,759,3906,0.03097798259,0.07501280082,0.08371735791,0.05299539171,0.05376344086,0.05453149002,0.06118791603,0.08755760369,0.102406554,0.1018945212,0.1016385049,0.1943164363,2016立法會選舉
H2301,彩雲社區中心,118,346,285,219,256,231,268,420,459,452,350,659,4063,0.02904257937,0.08515874969,0.0701452129,0.05390105833,0.06300762983,0.05685454098,0.06596111248,0.1033718927,0.1129707113,0.1112478464,0.08614324391,0.1621954221,2016立法會選舉
