票站編號,票站,18-20歲,21-25歲,26-30歲,31-35歲,36-40歲,41-45歲,46-50歲,51-55歲,56-60歲,61-65歲,66-70歲,71歲或以上,總數,18-20歲所佔比例,21-25歲所佔比例,26-30歲所佔比例,31-35歲所佔比例,36-40歲所佔比例,41-45歲所佔比例,46-50歲所佔比例,51-55歲所佔比例,56-60歲所佔比例,61-65歲所佔比例,66-70歲所佔比例,71歲或以上所佔比例,
H2401,佛教孔仙洲紀念中學,135,265,252,405,449,414,424,526,490,335,203,286,4184,0.03226577438,0.06333652008,0.06022944551,0.09679732314,0.1073135755,0.09894837476,0.1013384321,0.1257170172,0.1171128107,0.08006692161,0.04851816444,0.06835564054,2016立法會選舉
H2402,中華基督教會基華小學,33,95,91,77,88,76,118,159,212,171,175,571,1866,0.01768488746,0.05091103966,0.04876741693,0.04126473741,0.04715969989,0.04072883173,0.06323687031,0.08520900322,0.1136120043,0.09163987138,0.09378349411,0.3060021436,2016立法會選舉
H2501,聖公會聖本德中學,136,305,293,207,181,189,268,417,500,434,416,1018,4364,0.03116406966,0.06989000917,0.06714023831,0.0474335472,0.04147571036,0.04330889093,0.06141154904,0.09555453712,0.1145737855,0.09945004583,0.09532538955,0.2332722273,2016立法會選舉
J0101,觀塘官立小學,80,142,163,177,167,162,199,215,257,189,158,201,2110,0.03791469194,0.0672985782,0.07725118483,0.08388625592,0.07914691943,0.07677725118,0.09431279621,0.1018957346,0.1218009479,0.08957345972,0.07488151659,0.09526066351,2016立法會選舉
J0102,觀塘社區中心,52,123,137,138,91,106,116,193,191,195,162,308,1812,0.02869757174,0.0678807947,0.07560706402,0.0761589404,0.05022075055,0.05849889625,0.06401766004,0.1065121413,0.1054083885,0.107615894,0.08940397351,0.1699779249,2016立法會選舉
J0201,德福花園社區會堂,192,305,291,386,469,721,517,586,468,368,259,348,4910,0.03910386965,0.06211812627,0.05926680244,0.07861507128,0.09551934827,0.1468431772,0.1052953157,0.1193482688,0.09531568228,0.0749490835,0.05274949084,0.07087576375,2016立法會選舉
J0301,啟業社區會堂,88,175,161,177,191,163,165,239,352,422,520,1023,3676,0.0239390642,0.04760609358,0.04379760609,0.04815016322,0.05195865071,0.04434167573,0.04488574538,0.06501632209,0.0957562568,0.1147986942,0.1414581066,0.2782916213,2016立法會選舉
J0401,仁濟醫院羅陳楚思中學,129,356,538,598,395,396,422,596,1066,848,501,551,6396,0.02016885553,0.05565978737,0.08411507192,0.09349593496,0.06175734834,0.06191369606,0.06597873671,0.09318323952,0.1666666667,0.1325828643,0.07833020638,0.08614759225,2016立法會選舉
J0501,坪石天主教小學,115,298,218,217,189,212,299,343,380,342,395,1203,4211,0.02730942769,0.07076703871,0.05176917597,0.05153170268,0.04488245072,0.05034433626,0.07100451199,0.0814533365,0.09023984802,0.08121586322,0.09380194728,0.285680361,2016立法會選舉
J0601,佐敦谷聖若瑟天主教小學,169,316,240,170,247,345,426,484,499,428,450,697,4471,0.03779915008,0.07067770074,0.05367926638,0.03802281369,0.05524491165,0.07716394543,0.09528069783,0.1082531872,0.1116081414,0.09572802505,0.1006486245,0.1558935361,2016立法會選舉
J0701,香港基督教服務處樂暉長者地區中心,159,235,150,114,162,303,303,324,275,223,235,336,2819,0.05640297978,0.08336289464,0.05321035828,0.0404398723,0.05746718695,0.1074849237,0.1074849237,0.1149343739,0.09755232352,0.07910606598,0.08336289464,0.1191912026,2016立法會選舉
J0702,天主教彩霞邨潔心幼稚園,53,123,113,126,126,136,199,188,260,184,213,386,2107,0.02515424775,0.05837683911,0.05363075463,0.05980066445,0.05980066445,0.06454674893,0.09444708116,0.08922638823,0.1233981965,0.08732795444,0.1010915994,0.1831988609,2016立法會選舉
J0801,寧波第二中學,121,259,248,285,259,219,265,392,453,539,517,923,4480,0.02700892857,0.0578125,0.05535714286,0.06361607143,0.0578125,0.04888392857,0.05915178571,0.0875,0.1011160714,0.1203125,0.1154017857,0.2060267857,2016立法會選舉
J0901,順利社區中心,76,176,162,190,252,216,216,329,373,403,368,689,3450,0.02202898551,0.05101449275,0.04695652174,0.05507246377,0.07304347826,0.06260869565,0.06260869565,0.09536231884,0.108115942,0.1168115942,0.1066666667,0.1997101449,2016立法會選舉
J0902,中華基督教會基順學校,178,256,194,224,554,822,857,577,222,205,245,463,4797,0.03710652491,0.05336668751,0.04044194288,0.04669585157,0.1154888472,0.1713570982,0.178653325,0.1202835105,0.04627892433,0.04273504274,0.05107358766,0.09651865749,2016立法會選舉
J1001,迦密梁省德學校,89,211,165,173,215,174,176,247,343,387,478,999,3657,0.02433688816,0.05769756631,0.04511894996,0.04730653541,0.05879135904,0.04757998359,0.04812687996,0.06754170085,0.09379272628,0.1058244463,0.1307082308,0.2731747334,2016立法會選舉
J1101,秀茂坪天主教小學,375,614,486,310,218,282,483,599,754,642,467,879,6109,0.06138484204,0.100507448,0.07955475528,0.05074480275,0.03568505484,0.04616140121,0.07906367654,0.09805205435,0.1234244557,0.1050908496,0.07644458995,0.1438860697,2016立法會選舉
J1201,基督教聖約教會堅樂小學,238,368,322,278,222,249,375,390,485,413,383,890,4613,0.05159332322,0.07977455018,0.06980273141,0.06026446998,0.04812486451,0.05397788858,0.08129200087,0.0845436809,0.1051376545,0.08952959029,0.08302623022,0.1929330154,2016立法會選舉
J1301,路德會陳蒙恩幼稚園,152,286,263,211,222,309,475,584,474,348,308,427,4059,0.0374476472,0.07046070461,0.06479428431,0.05198324711,0.05469327421,0.07612712491,0.1170238975,0.1438778024,0.1167775314,0.08573540281,0.07588075881,0.1051983247,2016立法會選舉
J1302,宣道會秀茂坪陳李詠貞幼稚園,131,190,151,203,202,236,390,432,376,290,249,351,3201,0.04092471103,0.05935645111,0.04717275851,0.06341768197,0.0631052796,0.07372696032,0.121836926,0.1349578257,0.1174632927,0.09059668853,0.07778819119,0.1096532334,2016立法會選舉
J1401,觀塘官立小學(秀明道),177,297,236,200,260,335,380,387,439,322,615,619,4267,0.04148113429,0.06960393719,0.05530817905,0.04687133818,0.06093273963,0.07850949145,0.08905554254,0.09069603937,0.1028825873,0.07546285446,0.1441293649,0.1450667917,2016立法會選舉
J1402,中華傳道會基石堂,71,140,81,93,68,76,75,107,145,127,102,147,1232,0.05762987013,0.1136363636,0.06574675325,0.07548701299,0.05519480519,0.06168831169,0.06087662338,0.08685064935,0.1176948052,0.1030844156,0.08279220779,0.1193181818,2016立法會選舉
J1501,秀明小學,210,433,372,260,183,248,386,480,510,463,334,801,4680,0.04487179487,0.09252136752,0.07948717949,0.05555555556,0.0391025641,0.05299145299,0.08247863248,0.1025641026,0.108974359,0.09893162393,0.07136752137,0.1711538462,2016立法會選舉
J1601,聖愛德華天主教小學,118,337,414,406,313,320,388,521,603,468,417,782,5087,0.02319638294,0.06624729703,0.0813839198,0.07981128366,0.06152938864,0.06290544525,0.07627285237,0.1024179281,0.1185374484,0.09199921368,0.08197365834,0.1537251818,2016立法會選舉
J1701,藍田聖保祿中學,86,139,127,79,106,172,183,210,220,160,169,263,1914,0.04493207941,0.07262277952,0.06635318704,0.04127481714,0.05538140021,0.08986415883,0.09561128527,0.1097178683,0.1149425287,0.08359456635,0.08829676071,0.1374085684,2016立法會選舉
J1702,飛雁幼稚園,129,264,174,196,494,258,464,404,338,255,222,651,3849,0.03351519875,0.06858924396,0.04520654716,0.05092231749,0.1283450247,0.06703039751,0.1205507924,0.1049623279,0.08781501689,0.06625097428,0.05767731878,0.1691348402,2016立法會選舉
J1801,藍田(東區)社區會堂,120,286,272,313,350,414,402,466,447,479,560,1172,5281,0.02272296913,0.05415640977,0.05150539671,0.05926907783,0.06627532664,0.07839424351,0.0761219466,0.08824086347,0.08464306003,0.09070251846,0.1060405226,0.2219276652,2016立法會選舉
J1802,藍田(南)體育館,146,348,256,231,269,343,429,588,473,505,443,817,4848,0.03011551155,0.07178217822,0.05280528053,0.04764851485,0.05548679868,0.07075082508,0.08849009901,0.1212871287,0.0975660066,0.1041666667,0.09137788779,0.1685231023,2016立法會選舉
J1901,聖公會李兆強小學,277,456,342,292,319,410,437,576,574,485,449,1011,5628,0.04921819474,0.08102345416,0.06076759062,0.05188343994,0.05668088131,0.07285003554,0.0776474769,0.1023454158,0.1019900498,0.08617626155,0.07977967306,0.1796375267,2016立法會選舉
J2001,聖公會慈光堂聖匠幼稚園,130,193,167,195,160,243,376,486,377,313,285,427,3352,0.03878281623,0.05757756563,0.04982100239,0.05817422434,0.0477326969,0.07249403341,0.1121718377,0.1449880668,0.1124701671,0.09337708831,0.08502386635,0.1273866348,2016立法會選舉
J2101,保良局方王錦全幼稚園,148,244,187,195,345,409,395,423,341,270,252,441,3650,0.04054794521,0.06684931507,0.05123287671,0.05342465753,0.09452054795,0.1120547945,0.1082191781,0.115890411,0.09342465753,0.07397260274,0.06904109589,0.1208219178,2016立法會選舉
J2201,中華基督教會基法小學(油塘),225,368,347,255,240,354,363,448,465,447,435,533,4480,0.05022321429,0.08214285714,0.07745535714,0.05691964286,0.05357142857,0.07901785714,0.08102678571,0.1,0.1037946429,0.09977678571,0.09709821429,0.1189732143,2016立法會選舉
J2301,油塘社區會堂,301,464,430,430,618,727,638,715,640,537,433,763,6696,0.04495221027,0.06929510155,0.06421744325,0.06421744325,0.09229390681,0.108572282,0.09528076464,0.1067801673,0.09557945042,0.08019713262,0.06466547192,0.113948626,2016立法會選舉
J2302,福建中學附屬學校,89,123,132,235,561,591,380,260,120,120,168,260,3039,0.02928594933,0.04047384008,0.04343534057,0.07732806844,0.1846001974,0.1944718657,0.125041132,0.0855544587,0.03948667325,0.03948667325,0.05528134255,0.0855544587,2016立法會選舉
J2401,天主教普照中學,168,312,260,179,155,237,300,400,464,375,455,881,4186,0.04013377926,0.07453416149,0.06211180124,0.04276158624,0.0370281892,0.05661729575,0.07166746297,0.0955566173,0.1108456761,0.08958432871,0.1086956522,0.2104634496,2016立法會選舉
J2402,鯉魚門體育館,21,23,51,63,50,66,58,52,48,43,66,76,617,0.0340356564,0.03727714749,0.08265802269,0.1021069692,0.08103727715,0.1069692058,0.09400324149,0.08427876823,0.07779578606,0.06969205835,0.1069692058,0.1231766613,2016立法會選舉
J2501,茜草灣鄰里社區中心,355,532,440,464,540,769,1188,1579,1192,648,401,388,8496,0.04178436911,0.06261770245,0.05178907721,0.05461393597,0.06355932203,0.09051318267,0.1398305085,0.1858521657,0.1403013183,0.07627118644,0.04719868173,0.04566854991,2016立法會選舉
J2601,藍田(西區)社區中心,269,496,423,501,706,714,893,988,988,575,362,542,7457,0.036073488,0.06651468419,0.05672522462,0.06718519512,0.09467614322,0.09574896071,0.119753252,0.1324929596,0.1324929596,0.07710875687,0.04854499128,0.07268338474,2016立法會選舉
J2701,天主教佑華小學,176,427,372,314,271,335,474,631,657,499,531,1184,5871,0.02997785726,0.07273036961,0.06336228922,0.05348322262,0.04615908704,0.05706012604,0.08073582013,0.1074774314,0.1119059785,0.08499403849,0.090444558,0.2016692216,2016立法會選舉
J2801,觀塘瑪利諾書院,175,314,307,273,189,316,405,585,576,512,387,722,4761,0.03675698383,0.06595253098,0.06448225163,0.05734089477,0.03969754253,0.0663726108,0.08506616257,0.1228733459,0.1209829868,0.1075404327,0.08128544423,0.1516488133,2016立法會選舉
J2901,地利亞修女紀念學校(月華),115,243,261,337,336,355,259,443,425,395,419,817,4405,0.02610669694,0.0551645857,0.05925085131,0.07650397276,0.076276958,0.08059023837,0.05879682179,0.1005675369,0.09648127128,0.0896708286,0.09511918275,0.1854710556,2016立法會選舉
J3001,瑞和街體育館,59,156,170,152,121,129,131,149,230,178,229,598,2302,0.02562988705,0.06776715899,0.07384882711,0.06602953953,0.05256298871,0.05603822763,0.05690703736,0.06472632493,0.09991311903,0.07732406603,0.09947871416,0.2597741095,2016立法會選舉
J3002,曉光街體育館,68,117,149,184,200,167,226,292,278,253,164,227,2325,0.02924731183,0.05032258065,0.06408602151,0.07913978495,0.08602150538,0.07182795699,0.09720430108,0.1255913978,0.1195698925,0.1088172043,0.07053763441,0.0976344086,2016立法會選舉
J3101,觀塘功樂官立中學,133,249,301,328,369,363,488,552,443,358,344,563,4491,0.02961478513,0.05544422178,0.06702293476,0.07303495881,0.08216432866,0.08082832331,0.108661768,0.1229124916,0.0986417279,0.07971498553,0.07659763972,0.1253618348,2016立法會選舉
J3201,聖公會基顯小學,119,230,274,333,198,269,295,438,500,458,495,1021,4630,0.02570194384,0.04967602592,0.05917926566,0.07192224622,0.04276457883,0.05809935205,0.06371490281,0.09460043197,0.1079913607,0.09892008639,0.1069114471,0.2205183585,2016立法會選舉
J3301,循道衛理觀塘社會服務處牛頭角青少年綜合服務中心,149,285,238,158,175,245,343,402,456,422,450,1269,4592,0.03244773519,0.06206445993,0.05182926829,0.03440766551,0.0381097561,0.05335365854,0.07469512195,0.08754355401,0.09930313589,0.0918989547,0.09799651568,0.2763501742,2016立法會選舉
J3401,振華道體育館,20,59,84,166,119,90,108,112,193,203,123,143,1420,0.01408450704,0.04154929577,0.05915492958,0.1169014085,0.0838028169,0.06338028169,0.07605633803,0.07887323944,0.135915493,0.1429577465,0.08661971831,0.1007042254,2016立法會選舉
J3402,保良局顧卞裘莉長者日間護理中心,165,212,273,262,259,263,293,470,509,458,387,567,4118,0.04006799417,0.0514813016,0.06629431763,0.06362311802,0.06289460903,0.06386595435,0.0711510442,0.1141330743,0.1236036911,0.1112190384,0.09397765906,0.1376881982,2016立法會選舉
J3501,彩頤居禮堂,135,317,424,606,519,386,541,596,592,473,350,485,5424,0.02488938053,0.0584439528,0.07817109145,0.1117256637,0.09568584071,0.07116519174,0.09974188791,0.1098820059,0.1091445428,0.08720501475,0.0645280236,0.08941740413,2016立法會選舉
J3601,聖公會基樂小學,70,141,230,266,403,202,200,278,435,569,660,611,4065,0.0172201722,0.03468634686,0.05658056581,0.06543665437,0.09913899139,0.04969249692,0.049200492,0.06838868389,0.1070110701,0.1399753998,0.1623616236,0.1503075031,2016立法會選舉
J3701,樂華社區中心,101,165,189,173,212,286,324,393,362,429,424,926,3984,0.02535140562,0.04141566265,0.04743975904,0.04342369478,0.05321285141,0.07178714859,0.0813253012,0.09864457831,0.09086345382,0.1076807229,0.1064257028,0.2324297189,2016立法會選舉
K0101,雅麗珊社區中心,90,191,191,231,316,302,322,351,307,255,217,281,3054,0.02946954813,0.06254092993,0.06254092993,0.07563850688,0.1034708579,0.09888670596,0.1054354944,0.1149312377,0.1005239031,0.08349705305,0.07105435494,0.09201047806,2016立法會選舉
K0201,荃灣天主教小學,88,191,221,258,299,354,332,379,331,276,253,314,3296,0.02669902913,0.05794902913,0.06705097087,0.07827669903,0.09071601942,0.1074029126,0.1007281553,0.1149878641,0.1004247573,0.08373786408,0.07675970874,0.09526699029,2016立法會選舉
K0301,天主教石鐘山紀念小學,271,725,539,554,680,846,956,1351,1038,598,422,518,8498,0.03188985644,0.08531419157,0.06342668863,0.06519180984,0.08001882796,0.09955283596,0.1124970581,0.1589785832,0.1221463874,0.07036949871,0.04965874323,0.06095551895,2016立法會選舉
K0401,寶安商會王少清中學,139,225,278,228,306,325,318,488,467,379,391,845,4389,0.0316700843,0.05126452495,0.0633401686,0.05194805195,0.06971975393,0.07404875826,0.07245386193,0.1111870586,0.1064023696,0.08635224425,0.08908635224,0.1925267715,2016立法會選舉
K0501,荃灣官立中學,117,236,245,218,257,208,354,448,410,326,354,1072,4245,0.02756183746,0.05559481743,0.05771495878,0.05135453475,0.0605418139,0.04899882214,0.08339222615,0.1055359246,0.09658421673,0.07679623086,0.08339222615,0.252532391,2016立法會選舉
K0601,荃景圍體育館,237,501,465,507,603,742,927,1161,873,567,326,365,7274,0.03258179819,0.0688754468,0.0639263129,0.06970030245,0.08289799285,0.1020071487,0.127440198,0.1596095683,0.1200164971,0.07794885895,0.044817157,0.05017871872,2016立法會選舉
K0701,柴灣角天主教小學,176,374,449,679,666,634,557,705,638,503,389,443,6213,0.02832769998,0.06019636247,0.07226782553,0.1092869789,0.107194592,0.1020441011,0.08965073234,0.1134717528,0.1026879124,0.08095927893,0.06261065508,0.07130210848,2016立法會選舉
K0801,中華基督教會基慧小學,110,228,251,269,286,297,262,355,421,431,367,361,3638,0.03023639362,0.06267179769,0.06899395272,0.07394172622,0.07861462342,0.08163826278,0.07201759208,0.09758108851,0.1157229247,0.1184716877,0.1008796042,0.09923034634,2016立法會選舉
K0802,川龍村公所,6,18,13,11,18,22,24,38,32,19,11,32,244,0.02459016393,0.0737704918,0.05327868852,0.04508196721,0.0737704918,0.09016393443,0.09836065574,0.1557377049,0.131147541,0.07786885246,0.04508196721,0.131147541,2016立法會選舉
K0901,荃灣官立小學,279,505,446,482,712,682,823,799,962,714,352,231,6987,0.03993130099,0.07227708602,0.0638328324,0.06898525834,0.1019035351,0.09760984686,0.1177901818,0.1143552311,0.1376842708,0.102189781,0.0503792758,0.03306139974,2016立法會選舉
K1001,深井天主教小學,233,432,471,629,876,966,958,1121,911,629,475,417,8118,0.02870165065,0.05321507761,0.05801921656,0.07748213846,0.1079083518,0.1189948263,0.1180093619,0.1380881991,0.1122197586,0.07748213846,0.05851194876,0.05136733186,2016立法會選舉
K1101,香港浸信會聯會小學,237,421,450,409,516,503,562,835,760,554,405,345,5997,0.03951975988,0.07020176755,0.07503751876,0.06820076705,0.08604302151,0.08387527097,0.09371352343,0.1392362848,0.1267300317,0.09237952309,0.06753376688,0.05752876438,2016立法會選舉
K1102,荃灣聖芳濟中學,86,183,245,432,448,431,366,357,312,260,231,366,3717,0.02313693839,0.04923325262,0.065913371,0.1162227603,0.120527307,0.1159537261,0.09846650525,0.09604519774,0.08393866021,0.06994888351,0.06214689266,0.09846650525,2016立法會選舉
K1201,澳仙納幼稚園舊址,29,40,58,97,104,110,138,166,157,120,76,80,1175,0.02468085106,0.03404255319,0.04936170213,0.08255319149,0.0885106383,0.09361702128,0.1174468085,0.1412765957,0.1336170213,0.1021276596,0.06468085106,0.06808510638,2016立法會選舉
K1202,豪景花園遊樂會,48,138,126,140,136,174,153,247,276,248,177,141,2004,0.02395209581,0.06886227545,0.0628742515,0.06986027944,0.06786427146,0.08682634731,0.07634730539,0.123253493,0.1377245509,0.123752495,0.08832335329,0.07035928144,2016立法會選舉
K1301,中華基督教會基慧小學(馬灣),68,114,190,495,520,853,564,478,399,340,233,225,4479,0.01518196026,0.02545210985,0.04242018308,0.1105157401,0.1160973432,0.1904442956,0.1259209645,0.1067202501,0.08908238446,0.07590980129,0.0520205403,0.05023442733,2016立法會選舉
K1401,蕙荃體育館,214,406,397,515,596,737,768,817,803,596,352,520,6721,0.03184049993,0.06040767743,0.05906859098,0.07662550216,0.08867728017,0.1096563011,0.11426871,0.1215592918,0.1194762684,0.08867728017,0.05237315876,0.07736943907,2016立法會選舉
K1501,梨木樹社區會堂,208,347,291,247,277,318,398,469,483,394,344,436,4212,0.04938271605,0.08238366572,0.06908831909,0.05864197531,0.06576448243,0.0754985755,0.09449192783,0.111348528,0.1146723647,0.09354226021,0.081671415,0.1035137702,2016立法會選舉
K1502,河背村村公所,40,73,108,117,147,146,113,184,145,107,64,61,1305,0.030651341,0.05593869732,0.08275862069,0.08965517241,0.1126436782,0.1118773946,0.08659003831,0.1409961686,0.1111111111,0.08199233716,0.04904214559,0.04674329502,2016立法會選舉
K1601,梨木樹天主教小學,111,232,285,268,309,459,416,407,414,356,490,1127,4874,0.02277390234,0.04759950759,0.05847353303,0.05498563808,0.06339762002,0.09417316373,0.0853508412,0.08350430858,0.08494050062,0.07304062372,0.1005334428,0.2312269183,2016立法會選舉
K1701,香港道教聯合會圓玄學院石圍角小學,75,177,159,153,157,199,210,260,328,355,434,716,3223,0.02327024511,0.05491777847,0.04933291964,0.04747130003,0.04871237977,0.06174371703,0.06515668632,0.08067018306,0.1017685386,0.1101458269,0.1346571517,0.2221532733,2016立法會選舉
K1801,前荃灣信義學校,54,137,135,113,146,145,149,197,203,229,218,400,2126,0.02539981185,0.06444026341,0.06349952963,0.05315145814,0.06867356538,0.06820319849,0.07008466604,0.09266227658,0.09548447789,0.1077140169,0.1025399812,0.1881467545,2016立法會選舉
K1802,荃灣公立何傳耀紀念中學,82,193,148,133,171,194,173,206,258,252,282,525,2617,0.03133358808,0.07374856706,0.05655330531,0.05082155139,0.06534199465,0.07413068399,0.06610622851,0.07871608712,0.09858616737,0.0962934658,0.1077569736,0.2006113871,2016立法會選舉
L0101,屯門市中心社區會堂,75,164,192,262,236,194,224,304,254,170,98,115,2288,0.03277972028,0.07167832168,0.08391608392,0.1145104895,0.1031468531,0.08479020979,0.0979020979,0.1328671329,0.111013986,0.0743006993,0.04283216783,0.05026223776,2016立法會選舉
L0102,青山天主教小學,41,86,135,191,189,160,155,141,129,109,105,116,1557,0.02633269107,0.05523442518,0.08670520231,0.1226718048,0.1213872832,0.1027617213,0.09955041747,0.09055876686,0.08285163776,0.07000642261,0.06743737958,0.07450224791,2016立法會選舉
L0201,保良局香港道教聯合會圓玄小學,209,455,440,408,485,269,389,639,755,625,405,380,5459,0.03828540026,0.08334859864,0.08060084265,0.07473896318,0.08884411064,0.04927642425,0.07125847225,0.1170544056,0.1383037186,0.1144898333,0.07418941198,0.06960981865,2016立法會選舉
L0202,仁愛堂劉皇發夫人小學,98,220,230,271,250,183,245,331,358,293,195,180,2854,0.03433777155,0.07708479327,0.08058864751,0.09495444989,0.08759635599,0.06412053259,0.08584442887,0.1159775753,0.1254379818,0.1026629292,0.06832515767,0.06306937631,2016立法會選舉
L0301,深培中學,113,231,195,259,217,251,278,383,385,393,335,281,3321,0.03402589581,0.06955736224,0.05871725384,0.07798855766,0.06534176453,0.07557964469,0.08370972599,0.1153267088,0.1159289371,0.11833785,0.100873231,0.08461306835,2016立法會選舉
L0302,青松侯寶垣中學,38,85,83,136,262,239,182,185,111,86,40,39,1486,0.02557200538,0.05720053836,0.05585464334,0.09152086137,0.1763122476,0.1608344549,0.1224764468,0.1244952894,0.07469717362,0.05787348587,0.0269179004,0.02624495289,2016立法會選舉
L0401,安定/友愛社區中心,117,295,213,237,291,148,229,291,368,529,424,525,3667,0.03190619035,0.08044723207,0.05808562858,0.06463048814,0.07935642214,0.04035996728,0.06244886828,0.07935642214,0.1003545132,0.1442596128,0.1156258522,0.1431688028,2016立法會選舉
L0402,聖公會青山聖彼得堂兆麟苑幼稚園,47,84,106,138,169,84,133,178,180,244,202,165,1730,0.02716763006,0.04855491329,0.0612716763,0.07976878613,0.09768786127,0.04855491329,0.07687861272,0.1028901734,0.1040462428,0.1410404624,0.1167630058,0.09537572254,2016立法會選舉
L0501,順德聯誼總會譚伯羽中學,149,348,252,291,323,218,250,349,368,514,440,495,3997,0.03727795847,0.08706529897,0.06304728546,0.07280460345,0.08081060796,0.05454090568,0.06254691018,0.08731548661,0.09206905179,0.1285964473,0.1100825619,0.1238428822,2016立法會選舉
L0601,伊斯蘭學校,120,352,206,177,276,170,171,229,330,423,368,368,3190,0.03761755486,0.1103448276,0.06457680251,0.05548589342,0.08652037618,0.05329153605,0.05360501567,0.07178683386,0.1034482759,0.1326018809,0.1153605016,0.1153605016,2016立法會選舉
L0602,仁濟醫院何式南小學,114,225,214,393,505,230,219,360,403,489,352,286,3790,0.03007915567,0.05936675462,0.05646437995,0.1036939314,0.1332453826,0.06068601583,0.05778364116,0.09498680739,0.1063324538,0.1290237467,0.09287598945,0.07546174142,2016立法會選舉
L0701,馬錦明慈善基金馬可賓紀念中學,241,439,362,498,641,609,752,892,607,408,269,238,5956,0.04046339825,0.07370718603,0.06077904634,0.0836131632,0.1076225655,0.1022498321,0.1262592344,0.1497649429,0.1019140363,0.06850235057,0.04516453996,0.0399597045,2016立法會選舉
L0801,山景社區會堂,137,384,366,649,313,199,244,408,625,587,426,496,4834,0.02834091849,0.07943731899,0.07571369466,0.1342573438,0.0647496897,0.04116673562,0.05047579644,0.08440215143,0.1292925114,0.1214315267,0.08812577576,0.102606537,2016立法會選舉
L0901,大興社區會堂,73,201,138,116,120,167,163,232,271,327,388,629,2825,0.02584070796,0.07115044248,0.04884955752,0.0410619469,0.04247787611,0.05911504425,0.05769911504,0.08212389381,0.09592920354,0.1157522124,0.1373451327,0.2226548673,2016立法會選舉
L0902,仁愛堂陳黃淑芳紀念中學,24,60,59,70,51,40,59,114,121,144,125,185,1052,0.02281368821,0.05703422053,0.05608365019,0.06653992395,0.04847908745,0.03802281369,0.05608365019,0.108365019,0.1150190114,0.1368821293,0.1188212928,0.1758555133,2016立法會選舉
L1001,大興體育館,147,474,279,242,399,248,355,658,716,596,472,633,5219,0.02816631539,0.09082199655,0.05345851696,0.04636903621,0.07645142748,0.04751868174,0.06802069362,0.1260777927,0.1371910328,0.1141981222,0.09043878138,0.121287603,2016立法會選舉
L1101,中華基督教會譚李麗芬紀念中學,37,112,115,88,61,37,69,132,184,123,88,98,1144,0.03234265734,0.0979020979,0.1005244755,0.07692307692,0.05332167832,0.03234265734,0.06031468531,0.1153846154,0.1608391608,0.1075174825,0.07692307692,0.08566433566,2016立法會選舉
L1102,井財街社區會堂,99,194,210,209,182,152,213,305,323,232,163,166,2448,0.04044117647,0.07924836601,0.08578431373,0.08537581699,0.07434640523,0.06209150327,0.08700980392,0.1245915033,0.1319444444,0.09477124183,0.06658496732,0.06781045752,2016立法會選舉
L1201,救世軍三聖邨劉伍英學校,123,308,208,181,309,283,354,439,372,345,284,309,3515,0.03499288762,0.08762446657,0.05917496444,0.05149359886,0.08790896159,0.08051209104,0.1007112376,0.1248933144,0.1058321479,0.09815078236,0.08079658606,0.08790896159,2016立法會選舉
L1202,海關訓練學校,23,55,53,59,64,100,137,180,145,138,59,63,1076,0.02137546468,0.05111524164,0.04925650558,0.05483271375,0.0594795539,0.09293680297,0.1273234201,0.1672862454,0.1347583643,0.1282527881,0.05483271375,0.05855018587,2016立法會選舉
L1301,入境事務學院,44,92,102,96,105,114,154,184,234,194,98,70,1487,0.02958977808,0.06186953598,0.06859448554,0.0645595158,0.07061197041,0.07666442502,0.1035642233,0.123739072,0.1573638198,0.1304640215,0.06590450572,0.04707464694,2016立法會選舉
L1302,保良局西區婦女福利會馮李佩瑤小學,109,173,195,274,455,384,545,613,587,432,250,251,4268,0.0255388941,0.04053420806,0.04568884724,0.06419868791,0.1066073102,0.08997188379,0.1276944705,0.1436269916,0.1375351453,0.1012183693,0.05857544517,0.05880974695,2016立法會選舉
L1401,新屯門中心社區中心,183,462,439,508,611,608,824,996,711,567,322,358,6589,0.027773562,0.07011686144,0.06662619517,0.07709819396,0.09273030809,0.09227500379,0.125056913,0.151161026,0.1079071179,0.08605251176,0.04886932767,0.05433297921,2016立法會選舉
L1501,南屯門官立中學,249,339,348,361,458,352,525,703,635,652,362,153,5137,0.04847187074,0.06599182402,0.06774381935,0.07027447927,0.08915709558,0.06852248394,0.1021997275,0.1368503017,0.1236130037,0.1269223282,0.07046914542,0.02978392058,2016立法會選舉
L1601,世界龍岡學校劉德容紀念小學,203,453,542,531,387,367,452,854,912,594,374,311,5980,0.03394648829,0.07575250836,0.09063545151,0.08879598662,0.06471571906,0.06137123746,0.07558528428,0.1428093645,0.1525083612,0.09933110368,0.06254180602,0.05200668896,2016立法會選舉
L1701,東華三院辛亥年總理中學,148,332,263,293,272,154,208,251,362,461,326,391,3461,0.04276220745,0.09592603294,0.07598959838,0.08465761341,0.07859000289,0.04449581046,0.0600982375,0.07252239237,0.104594048,0.1331984975,0.09419242993,0.1129731292,2016立法會選舉
L1801,五邑鄒振猷學校,47,117,196,255,123,76,82,194,422,334,198,151,2195,0.02141230068,0.05330296128,0.08929384966,0.1161731207,0.05603644647,0.03462414579,0.03735763098,0.08838268793,0.1922551253,0.1521640091,0.09020501139,0.06879271071,2016立法會選舉
