,,18-20歲,21-25歲,26-30歲,31-35歲,36-40歲,41-45歲,46-50歲,51-55歲,56-60歲,61-65歲,66-70歲,71歲或以上,總數 TOTAL:
P1501,太和鄰里社區中心,315,452,235,110,98,250,697,532,320,194,143,240,3586
P1601,佛教慈航智林紀念中學,144,145,167,273,462,759,575,304,188,75,75,119,3286
P1701,大埔頭及水圍青少年中心 (前啓智學校),76,59,68,74,168,354,380,204,100,28,31,51,1593
P1702,育賢學校,17,21,32,36,33,51,72,72,43,23,26,50,476
P1703,康樂園國際學校,25,28,25,31,35,125,170,125,106,36,25,32,763
P1801,大美督村公所,26,29,26,32,36,127,172,127,108,37,25,33,778
P1802,船灣詹屋村村公所,43,63,68,125,141,314,292,212,114,56,49,141,1618
P1901,香港浸信會神學院,49,62,70,116,207,407,371,234,129,46,34,50,1775
P1902,西貢郊野公園遊客中心,0,0,1,0,1,6,4,11,2,8,2,4,39
P1903,塔門青年會,0,1,0,1,5,4,10,12,14,12,30,37,126
Q0101,西貢賽馬會大會堂,112,185,193,244,304,490,505,465,378,175,206,391,3648
Q0102,萬宜漁村公共會堂,13,34,43,41,48,78,63,58,47,24,35,55,539
Q0201,西貢中心小學,40,79,87,115,182,243,295,198,143,53,57,151,1643
Q0401,港澳信義會小學,146,187,182,245,325,553,663,461,338,216,181,310,3807
Q0501,新界西貢坑口區鄭植之中學,33,49,86,103,140,226,296,194,148,64,52,94,1485
Q0601,將軍澳循道衛理小學,75,111,201,361,318,296,266,245,233,122,122,157,2507
Q0602,啓思中學,31,37,103,274,217,213,152,114,84,30,17,17,1289
Q0701,,87,108,294,983,962,761,553,303,236,113,68,70,4538
Q0801,香海正覺蓮社佛教正覺中學,89,98,160,239,306,414,563,418,302,131,106,121,2947
Q0901,寶覺中學,173,134,166,255,235,293,358,275,218,124,84,83,2398
Q1001,博愛醫院八十週年鄧英喜中學,88,116,377,719,590,492,399,293,253,130,87,120,3664
Q1101,佛教志蓮小學,122,164,419,832,855,729,587,397,335,177,137,171,4925
Q1201,保良局馮晴紀念小學,178,215,358,770,924,1113,834,499,388,225,212,234,5950
Q1301,翠林體育館 (主場),60,52,44,32,38,159,162,105,61,43,39,73,868
Q1302,景嶺書院,57,95,94,87,104,179,317,221,173,107,72,127,1633
Q1303,聖公會將軍澳基德小學,56,82,210,351,450,415,271,189,151,63,37,50,2325
Q1401,翠林社區會堂,297,582,286,124,121,205,721,713,452,260,198,202,4161
Q1501,迦密主恩中學,300,518,204,135,126,253,731,697,390,229,194,302,4079
Q1601,寶林邨文娛活動會堂,205,285,274,450,602,786,872,490,334,213,181,312,5004
Q1701,順德聯誼總會梁潔華小學,111,125,197,430,990,950,598,364,247,159,154,195,4520
Q1801,香海正覺蓮社佛教黃藻森學校,336,412,217,183,166,395,788,682,493,278,256,422,4628
Q1901,天主教鳴遠中學,183,213,189,153,235,474,548,430,390,256,190,302,3563
Q2001,港澳信義會慕德中學,83,105,121,220,436,542,461,300,275,162,172,269,3146
Q2101,仁濟醫院陳耀星小學,135,172,235,364,576,730,652,500,375,228,223,406,4596
Q2201,尚德社區會堂,229,189,165,101,211,463,559,403,315,199,171,293,3298
Q2301,博愛醫院陳國威小學,121,191,253,387,549,611,539,425,409,254,237,325,4301
R0101,沙田大會堂,135,159,208,284,342,509,557,402,317,144,121,215,3393
R0102,沙田官立中學,32,30,33,27,58,140,165,89,43,28,12,37,694
R0103,基督教香港信義會沙田信義幼稚園,20,34,37,29,52,162,157,109,73,23,20,31,747
R0201,瀝源社區會堂,81,97,140,180,159,187,230,239,240,237,173,381,2344
R0301,禾輋社區會堂,168,237,272,327,239,386,458,482,561,358,360,633,4481
R0401,浸信會呂明才小學,211,223,228,264,396,741,996,658,368,123,130,232,4570
R0501,五旬節林漢光中學,138,195,223,296,473,578,691,546,318,136,106,249,3949
R0601,慈航學校,81,97,123,150,221,337,294,271,182,72,70,116,2014
R0602,富豪花園商場之有蓋走廊,82,105,104,145,146,227,360,281,204,101,76,104,1935
R0701,佛教覺光法師中學,110,160,307,295,148,208,255,381,552,373,336,566,3691
R0801,博康社區會堂,156,486,576,368,221,268,483,752,829,444,400,552,5535
R0901,聖母無玷聖心書院,111,238,459,174,103,181,373,623,630,311,220,305,3728
R1001,秦石社區會堂,111,258,386,208,139,270,458,555,571,303,244,352,3855
R1101,新田圍社區會堂,70,96,235,213,120,179,198,235,378,242,245,354,2565
R1201,九龍城浸信會禧年 (恩平) 小學,164,247,337,244,246,431,535,459,395,197,165,242,3662
R1301,香港中文大學校友會聯會張煊昌學校,130,159,137,100,108,236,418,291,203,92,77,122,2073
R1302,顯徑體育館,143,384,238,139,110,157,514,490,336,162,125,178,2976
R1401,東莞工商總會劉百樂中學,85,136,157,172,208,390,424,355,271,142,113,202,2655
R1402,保良局王賜豪 (田心谷) 小學,106,215,250,204,157,341,416,413,471,230,200,233,3236
R1501,顯徑鄰里社區中心,105,285,274,254,199,234,343,402,339,192,210,317,3154
R1502,才俊學校,29,37,26,23,86,180,191,129,90,32,19,29,871
R1601,隆亨社區中心,111,287,317,183,144,263,428,593,481,279,187,335,3608
R1701,沙田崇真中學,86,209,290,208,118,140,233,416,441,243,207,531,3122
R1801,佛教黃允畋中學,92,143,258,205,143,214,245,283,368,269,199,463,2882
R1901,美林體育館,117,217,246,210,333,452,595,587,505,231,250,636,4379
R1902,美田社區會堂,26,35,45,162,295,429,483,317,258,104,114,118,2386
R2001,保良局蕭漢森小學,150,192,223,179,193,447,662,592,459,187,158,330,3772
R2101,賽馬會體藝中學,80,104,131,175,252,485,434,388,195,61,62,102,2469
R2201,香港沙田香港中文大學富爾敦樓103室,25,30,23,34,46,102,120,137,87,22,16,26,668
R2202,仁愛堂香港台山商會第二長者活動中心,93,67,62,69,200,546,608,346,174,42,48,61,2316
R2301,香港中文大學校友會聯會陳震夏中學,259,222,186,253,410,578,668,563,349,194,181,379,4242
R2302,香港中國婦女會馮堯敬紀念中學,84,120,166,274,381,576,481,281,194,107,82,183,2929
R2401,宣道會台山陳元喜小學,133,159,179,310,539,726,664,452,312,139,133,232,3978
R2501,香港道教聯合會純陽小學,48,65,119,212,306,382,337,203,152,58,53,82,2017
R2502,仁濟醫院董之英紀念中學,97,107,142,199,478,757,585,317,215,98,62,89,3146
R2601,馬鞍山靈糧小學,245,212,199,247,312,518,684,510,467,253,197,224,4068
R2701,明愛馬鞍山中學,154,249,339,297,518,723,729,640,548,300,261,392,5150
R2801,吳氏宗親總會泰伯紀念學校,102,143,206,188,207,440,425,361,318,217,159,225,2991
R2901,育才中學 (沙田),145,384,307,177,145,381,908,786,524,227,186,252,4422
R3001,馬鞍山聖若瑟小學,176,471,314,153,85,168,521,647,489,232,201,305,3762
R3101,德信中學,141,190,443,674,647,526,503,410,372,191,131,156,4384
R3102,恆安社區中心,123,312,77,125,91,182,446,393,334,134,262,215,2694
R3201,九龍城浸信會禧年小學,162,204,180,172,231,556,719,473,308,168,129,327,3629
R3301,林大輝中學,108,250,526,660,383,341,360,331,317,153,119,154,3702
R3401,路德會梁鉅鏐小學,124,130,128,149,280,520,658,424,218,97,60,101,2889
R3402,世界龍岡學校黃耀南小學,201,177,133,180,341,499,601,386,175,99,100,140,3032
R3601,廣源社區會堂,373,356,264,274,342,637,917,673,495,309,243,409,5292
S0101,中華傳道會許大同學校,73,137,192,255,336,357,298,290,326,266,289,459,3278
S0102,聖公會仁立小學,60,52,45,67,100,150,191,149,126,96,149,312,1497
S0201,東華三院陳兆民中學,128,150,183,197,250,355,484,423,379,400,355,617,3921
S0301,仁愛堂彭鴻樟幼稚園,89,108,149,240,218,319,303,267,289,250,295,595,3122
S0401,大窩口社區中心,109,220,225,209,254,342,449,388,322,304,305,530,3657
S0501,中華基督教會全完中學,142,218,296,458,444,537,604,449,352,219,161,150,4030
S0601,聖公會主愛小學,146,196,256,311,499,482,484,430,353,383,485,717,4742
S0701,慈幼葉漢小學,93,142,221,340,504,450,316,303,373,520,587,932,4781
S0801,石籬 (一) 邨室內活動室,104,207,266,291,363,382,400,409,421,418,419,568,4248
S0901,石籬社區會堂,131,145,186,276,369,466,518,551,343,336,311,609,4241
S1001,香港聖公會麥理浩夫人中心,117,201,221,252,237,347,388,374,320,215,183,246,3101
S1101,佛教林金殿紀念小學,147,187,291,407,480,496,489,427,527,552,546,1050,5599
S1201,啓思幼稚園幼兒園 (華景),43,47,65,75,115,181,265,222,151,53,40,49,1306
S1202,迦密愛禮信中學,1,7,29,57,47,40,17,25,51,55,91,84,504
S1203,東華三院高可寧紀念小學,62,81,105,120,93,150,208,225,232,174,184,384,2018
S1301,中華基督教會基真小學,125,150,268,289,246,346,405,318,316,162,130,230,2985
S1401,香港四邑商工總會陳南昌紀念中學,124,146,179,194,246,351,478,419,375,396,351,610,3869
S1501,葵芳社區會堂,118,187,215,388,540,576,558,453,358,224,184,277,4078
S1601,荔景社區會堂,77,135,186,202,169,186,254,300,435,330,297,451,3022
S1701,葵盛社區會堂,125,173,243,343,246,259,327,385,519,457,400,584,4061
S1801,閩僑第二小學,234,419,250,352,453,621,846,650,419,227,214,291,4976
S1901,聖公會青衣邨何澤芸小學,100,132,204,319,462,603,594,412,335,176,150,243,3730
S2001,荃灣商會學校,166,342,263,210,240,350,583,472,428,303,154,197,3708
S2101,東華三院吳祥川紀念中學,33,36,60,87,96,148,143,89,75,29,26,50,872
S2102,青衣體育館,89,116,206,531,824,884,561,279,250,149,119,140,4148
S2201,長青邨社區中心,60,95,118,102,90,101,150,189,233,159,184,200,1681
S2202,美景花園社區中心,84,116,164,203,203,252,284,290,293,235,145,243,2512
S2301,青衣商會小學,47,138,208,176,101,118,199,272,386,285,247,332,2509
S2302,青衣商會幼稚園,111,143,88,87,127,237,418,278,218,106,112,166,2091
S2401,樂善堂梁植偉紀念中學,92,310,257,163,138,173,419,555,414,345,308,459,3633
S2501,藍澄會,18,28,107,151,104,81,78,44,29,9,6,12,667
S2502,聖公會青衣主恩小學,153,100,83,195,277,413,386,323,222,132,105,124,2513
S2601,長亨社區會堂,216,240,196,189,122,275,493,487,428,285,237,271,3439
S2701,長發社區中心,257,322,185,183,300,527,820,603,389,244,237,344,4411
S2801,東華三院黃士心小學,237,500,231,146,128,185,686,647,465,306,219,221,3971
T0101,中華基督教會大澳小學,10,13,19,21,34,55,80,95,103,95,95,315,935
T0102,沙螺灣鄉公所,0,0,2,1,1,1,5,2,3,3,4,29,51
T0103,䃟頭村村公所,0,0,0,1,0,1,0,4,5,2,4,5,22
T0104,醫療輔助隊東涌訓練中心,3,1,8,26,22,26,22,33,27,21,17,58,264
T0105,牛牯塱三鄉合作社,0,0,0,2,1,4,1,2,0,2,6,14,32
T0106,寶蓮禪寺,0,0,0,0,1,2,0,1,2,2,1,24,33
T0107,梅窩體育館,27,51,80,62,108,149,188,132,92,54,66,215,1224
T0108,塘福鄉公所,2,12,8,12,15,23,33,11,11,3,17,31,178
T0109,杯澳公立學校,6,11,12,13,38,60,53,36,32,21,26,52,360
T0201,香港教育工作者聯會黃楚標學校,128,159,170,239,331,434,528,371,294,131,90,145,3020
T0301,鄰舍輔導會東涌幼兒園,182,204,169,144,303,459,569,526,337,177,109,130,3309
T0401,靈糧堂秀德小學,67,101,148,357,318,349,359,322,273,118,89,89,2590
T0501,青松侯寶垣小學,111,152,219,345,460,546,573,495,395,207,186,304,3993
T0601,聖公會偉倫小學,22,20,34,109,198,299,248,191,160,72,69,72,1494
T0701,坪洲體育館,32,67,70,92,124,195,224,194,184,107,124,266,1679
T0801,南丫島北段鄉事委員會,12,20,40,52,86,172,141,104,69,55,48,97,896
T0802,食物環境衞生署索罟灣辦事處,0,2,1,6,8,8,12,7,9,7,6,33,99
T0901,佛教慧因法師紀念中學,44,68,76,80,97,230,187,197,186,96,112,292,1665
T0902,長洲明愛服務中心,11,29,27,35,40,92,147,123,84,45,34,113,780
T1001,長洲漁會公學,24,32,49,41,61,79,123,149,132,82,87,263,1122
T1002,國民學校,37,52,56,59,93,142,186,179,147,97,99,263,1410
