"District 
Code","Constituency
Code",Polling Station Code,No. of Electors*,"Main
CS?","Small 
PS?",08:30,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30,20:30,21:30,22:30
M,M03,M0301,"10,148 ",Y,N,93 ,257 ,494 ,800 ,"1,099 ","1,437 ","1,712 ","1,998 ","2,279 ","2,567 ","2,865 ","3,177 ","3,472 ","3,799 ","4,128 "
M,M04,M0401,"8,107 ",Y,N,57 ,258 ,498 ,828 ,"1,172 ","1,421 ","1,666 ","1,914 ","2,155 ","2,418 ","2,680 ","3,021 ","3,311 ","3,596 ","4,001 "
M,M04,M0402,"1,891 ",N,N,12 ,60 ,106 ,169 ,232 ,291 ,354 ,422 ,478 ,554 ,628 ,683 ,771 ,870 ,952 
M,M05,M0501,"4,818 ",N,N,46 ,117 ,256 ,441 ,593 ,711 ,857 ,969 ,"1,101 ","1,243 ","1,359 ","1,500 ","1,617 ","1,741 ","1,840 "
M,M05,M0502,"2,452 ",Y,N,28 ,58 ,92 ,168 ,231 ,304 ,353 ,416 ,475 ,539 ,592 ,651 ,713 ,801 ,848 
M,M06,M0601,"6,060 ",Y,N,94 ,250 ,431 ,766 ,"1,041 ","1,348 ","1,574 ","1,849 ","2,052 ","2,264 ","2,460 ","2,644 ","2,865 ","3,094 ","3,285 "
M,M07,M0701,"7,358 ",Y,N,119 ,300 ,531 ,874 ,"1,150 ","1,452 ","1,719 ","1,965 ","2,216 ","2,469 ","2,752 ","3,043 ","3,301 ","3,555 ","3,797 "
M,M13,M1301,"3,808 ",Y,N,73 ,169 ,268 ,403 ,560 ,679 ,816 ,904 ,"1,001 ","1,103 ","1,251 ","1,371 ","1,480 ","1,617 ","1,730 "
M,M13,M1302,"1,391 ",N,N,25 ,73 ,129 ,205 ,256 ,316 ,356 ,405 ,450 ,482 ,536 ,576 ,604 ,624 ,650 
M,M14,M1401,955 ,N,N,7 ,26 ,47 ,100 ,129 ,155 ,181 ,213 ,246 ,283 ,317 ,346 ,376 ,405 ,421 
M,M14,M1402,"3,032 ",N,N,54 ,139 ,212 ,346 ,471 ,554 ,659 ,742 ,821 ,900 ,"1,004 ","1,119 ","1,233 ","1,314 ","1,386 "
M,M14,M1403,"2,860 ",Y,N,39 ,112 ,162 ,287 ,384 ,494 ,590 ,680 ,774 ,845 ,930 ,994 ,"1,054 ","1,141 ","1,206 "
M,M15,M1501,"8,760 ",Y,N,69 ,241 ,476 ,809 ,"1,070 ","1,309 ","1,617 ","1,918 ","2,150 ","2,437 ","2,732 ","3,016 ","3,304 ","3,643 ","4,002 "
M,M15,M1502,"3,889 ",N,N,41 ,95 ,180 ,295 ,429 ,543 ,655 ,777 ,912 ,"1,041 ","1,157 ","1,281 ","1,388 ","1,534 ","1,658 "
M,M16,M1601,"11,202 ",Y,N,106 ,364 ,618 ,"1,003 ","1,355 ","1,651 ","1,988 ","2,306 ","2,625 ","2,940 ","3,286 ","3,663 ","3,932 ","4,284 ","4,695 "
M,M17,M1701,"9,248 ",Y,N,81 ,274 ,495 ,810 ,"1,061 ","1,283 ","1,519 ","1,743 ","1,985 ","2,258 ","2,562 ","2,843 ","3,106 ","3,400 ","3,713 "
M,M18,M1801,"4,634 ",Y,N,35 ,104 ,178 ,299 ,398 ,486 ,595 ,711 ,808 ,898 ,"1,009 ","1,134 ","1,261 ","1,436 ","1,597 "
M,M18,M1802,"3,424 ",N,N,50 ,123 ,205 ,305 ,372 ,441 ,519 ,620 ,698 ,767 ,868 ,943 ,"1,040 ","1,129 ","1,220 "
M,M20,M2001,"9,831 ",Y,N,132 ,366 ,577 ,956 ,"1,238 ","1,537 ","1,812 ","2,095 ","2,375 ","2,675 ","2,993 ","3,251 ","3,528 ","3,874 ","4,201 "
M,M21,M2101,"10,207 ",Y,N,160 ,386 ,661 ,938 ,"1,228 ","1,496 ","1,721 ","1,969 ","2,197 ","2,506 ","2,840 ","3,144 ","3,522 ","3,906 ","4,353 "
M,M22,M2201,"11,416 ",Y,N,140 ,344 ,543 ,893 ,"1,205 ","1,517 ","1,830 ","2,091 ","2,390 ","2,754 ","3,141 ","3,538 ","3,920 ","4,394 ","4,941 "
M,M24,M2401,"8,368 ",Y,N,114 ,332 ,515 ,755 ,"1,040 ","1,232 ","1,417 ","1,599 ","1,805 ","1,976 ","2,213 ","2,452 ","2,667 ","2,904 ","3,133 "
M,M25,M2501,"10,129 ",Y,N,140 ,388 ,682 ,"1,107 ","1,479 ","1,714 ","2,033 ","2,360 ","2,663 ","2,970 ","3,306 ","3,594 ","3,896 ","4,294 ","4,604 "
M,M26,M2601,"9,106 ",Y,N,124 ,362 ,566 ,928 ,"1,214 ","1,481 ","1,736 ","2,016 ","2,264 ","2,472 ","2,751 ","3,002 ","3,221 ","3,515 ","3,818 "
M,M27,M2701,"8,743 ",Y,N,58 ,197 ,399 ,584 ,843 ,"1,023 ","1,217 ","1,403 ","1,594 ","1,808 ","2,026 ","2,257 ","2,475 ","2,734 ","2,914 "
M,M28,M2801,"8,187 ",Y,N,71 ,243 ,410 ,664 ,883 ,"1,092 ","1,314 ","1,527 ","1,750 ","1,992 ","2,236 ","2,491 ","2,737 ","3,075 ","3,315 "
M,M29,M2901,"6,128 ",Y,N,92 ,282 ,461 ,687 ,911 ,"1,136 ","1,328 ","1,559 ","1,745 ","1,961 ","2,169 ","2,351 ","2,558 ","2,778 ","2,996 "
M,M29,M2902,"1,803 ",N,N,29 ,77 ,161 ,228 ,318 ,375 ,442 ,511 ,590 ,633 ,707 ,765 ,830 ,898 ,962 
M,M30,M3001,"7,514 ",Y,N,109 ,289 ,535 ,809 ,"1,040 ","1,296 ","1,533 ","1,721 ","1,961 ","2,186 ","2,433 ","2,697 ","2,954 ","3,226 ","3,503 "
M,M31,M3101,"8,002 ",Y,N,104 ,292 ,428 ,696 ,904 ,"1,130 ","1,334 ","1,590 ","1,846 ","2,063 ","2,344 ","2,579 ","2,823 ","3,218 ","3,605 "
M,M32,M3201,"3,143 ",Y,N,79 ,169 ,275 ,460 ,638 ,767 ,855 ,943 ,"1,027 ","1,118 ","1,194 ","1,258 ","1,317 ","1,389 ","1,445 "
M,M32,M3202,"5,612 ",N,N,108 ,260 ,410 ,635 ,758 ,884 ,"1,039 ","1,193 ","1,308 ","1,444 ","1,596 ","1,700 ","1,814 ","1,955 ","2,115 "
M,M34,M3401,"6,097 ",Y,N,168 ,419 ,659 ,935 ,"1,203 ","1,440 ","1,642 ","1,864 ","2,080 ","2,278 ","2,545 ","2,735 ","2,959 ","3,157 ","3,347 "
M,M35,M3501,"9,165 ",Y,N,115 ,316 ,625 ,"1,020 ","1,372 ","1,715 ","2,034 ","2,329 ","2,573 ","2,898 ","3,238 ","3,563 ","3,822 ","4,136 ","4,412 "
N,N01,N0101,"10,165 ",Y,N,107 ,371 ,726 ,"1,255 ","1,680 ","2,081 ","2,422 ","2,766 ","3,148 ","3,427 ","3,744 ","4,049 ","4,397 ","4,765 ","5,101 "
N,N02,N0201,"3,182 ",N,N,22 ,87 ,149 ,272 ,372 ,464 ,568 ,656 ,737 ,810 ,914 ,982 ,"1,037 ","1,113 ","1,206 "
N,N02,N0202,"2,999 ",Y,N,36 ,80 ,127 ,213 ,292 ,356 ,435 ,514 ,581 ,668 ,753 ,819 ,913 ,"1,044 ","1,150 "
N,N03,N0301,"11,424 ",Y,N,126 ,442 ,837 ,"1,278 ","1,630 ","2,013 ","2,397 ","2,763 ","3,153 ","3,469 ","3,848 ","4,159 ","4,546 ","4,921 ","5,309 "
N,N05,N0501,"11,567 ",Y,N,133 ,342 ,622 ,979 ,"1,312 ","1,621 ","1,908 ","2,202 ","2,517 ","2,834 ","3,173 ","3,476 ","3,826 ","4,160 ","4,538 "
N,N08,N0801,"3,905 ",N,N,37 ,139 ,181 ,303 ,415 ,603 ,731 ,848 ,959 ,"1,135 ","1,277 ","1,422 ","1,569 ","1,685 ","1,888 "
N,N08,N0802,"2,657 ",Y,N,25 ,53 ,92 ,162 ,223 ,294 ,367 ,428 ,496 ,561 ,654 ,759 ,847 ,979 ,"1,087 "
N,N10,N1001,"7,223 ",Y,N,93 ,245 ,378 ,712 ,927 ,"1,095 ","1,285 ","1,486 ","1,656 ","1,863 ","2,105 ","2,311 ","2,542 ","2,830 ","3,053 "
N,N11,N1101,"2,753 ",N,N,62 ,155 ,264 ,432 ,570 ,700 ,807 ,924 ,997 ,"1,104 ","1,192 ","1,260 ","1,307 ","1,385 ","1,458 "
N,N11,N1102,"1,797 ",N,N,71 ,184 ,280 ,417 ,506 ,570 ,639 ,699 ,764 ,830 ,901 ,949 ,"1,013 ","1,062 ","1,127 "
N,N11,N1103,"3,208 ",Y,N,53 ,162 ,270 ,494 ,656 ,785 ,913 ,"1,014 ","1,160 ","1,291 ","1,394 ","1,492 ","1,574 ","1,677 ","1,758 "
N,N11,N1104,"2,014 ",N,N,50 ,159 ,245 ,374 ,479 ,552 ,641 ,702 ,779 ,860 ,928 ,984 ,"1,064 ","1,130 ","1,190 "
N,N12,N1201,"11,005 ",Y,N,122 ,449 ,805 ,"1,201 ","1,546 ","1,828 ","2,144 ","2,369 ","2,728 ","3,055 ","3,378 ","3,669 ","3,977 ","4,227 ","4,512 "
N,N13,N1301,"1,609 ",Y,N,10 ,24 ,58 ,111 ,149 ,183 ,203 ,236 ,274 ,315 ,348 ,382 ,414 ,463 ,508 
N,N13,N1302,"5,118 ",N,N,46 ,150 ,317 ,518 ,740 ,851 ,"1,067 ","1,283 ","1,411 ","1,645 ","1,795 ","1,966 ","2,126 ","2,304 ","2,570 "
N,N13,N1303,"2,623 ",N,N,43 ,74 ,185 ,248 ,325 ,390 ,479 ,541 ,639 ,754 ,803 ,898 ,"1,013 ","1,106 ","1,224 "
N,N14,N1401,"10,231 ",Y,N,102 ,352 ,563 ,954 ,"1,314 ","1,597 ","1,883 ","2,189 ","2,521 ","2,816 ","3,159 ","3,468 ","3,806 ","4,169 ","4,537 "
N,N15,N1501,"8,297 ",Y,N,98 ,355 ,642 ,925 ,"1,273 ","1,542 ","1,887 ","2,149 ","2,415 ","2,665 ","2,973 ","3,231 ","3,545 ","3,820 ","4,146 "
N,N16,N1601,"1,309 ",N,N,9 ,38 ,65 ,122 ,166 ,217 ,261 ,293 ,325 ,359 ,403 ,427 ,463 ,485 ,506 
N,N16,N1602,"2,087 ",N,N,26 ,95 ,178 ,330 ,425 ,477 ,548 ,610 ,662 ,700 ,754 ,798 ,827 ,865 ,882 
N,N16,N1603,105 ,N,Y,2 ,6 ,17 ,30 ,31 ,33 ,36 ,37 ,37 ,41 ,42 ,46 ,46 ,46 ,46 
N,N16,N1604,"3,438 ",N,N,80 ,189 ,349 ,532 ,801 ,920 ,"1,178 ","1,307 ","1,413 ","1,596 ","1,774 ","1,908 ","2,033 ","2,075 ","2,097 "
N,N16,N1605,72 ,N,Y,1 ,4 ,12 ,22 ,25 ,28 ,29 ,33 ,36 ,39 ,40 ,41 ,45 ,46 ,46 
N,N16,N1606,"1,475 ",Y,N,22 ,75 ,130 ,210 ,271 ,317 ,367 ,405 ,436 ,485 ,519 ,562 ,591 ,611 ,633 
N,N17,N1701,"6,621 ",N,N,67 ,138 ,278 ,439 ,655 ,833 ,992 ,"1,215 ","1,395 ","1,552 ","1,745 ","1,958 ","2,151 ","2,452 ","2,705 "
N,N17,N1702,"2,645 ",Y,N,20 ,65 ,148 ,245 ,350 ,429 ,542 ,621 ,725 ,792 ,885 ,957 ,"1,050 ","1,160 ","1,263 "
P,P01,P0101,"6,215 ",Y,N,47 ,160 ,299 ,494 ,638 ,772 ,939 ,"1,059 ","1,204 ","1,338 ","1,479 ","1,617 ","1,778 ","1,901 ","2,015 "
P,P02,P0201,"7,544 ",Y,N,90 ,255 ,472 ,784 ,"1,084 ","1,325 ","1,595 ","1,880 ","2,150 ","2,425 ","2,664 ","2,932 ","3,207 ","3,498 ","3,749 "
P,P03,P0301,"3,342 ",Y,N,29 ,77 ,192 ,302 ,408 ,526 ,628 ,708 ,819 ,926 ,"1,045 ","1,163 ","1,236 ","1,355 ","1,478 "
P,P03,P0302,"5,455 ",N,N,68 ,190 ,320 ,493 ,698 ,849 ,"1,007 ","1,127 ","1,249 ","1,417 ","1,567 ","1,728 ","1,920 ","2,095 ","2,291 "
P,P04,P0401,"8,660 ",Y,N,98 ,328 ,557 ,845 ,"1,104 ","1,316 ","1,569 ","1,805 ","2,027 ","2,256 ","2,543 ","2,742 ","2,988 ","3,212 ","3,396 "
P,P05,P0501,"11,397 ",Y,N,115 ,358 ,626 ,"1,037 ","1,354 ","1,669 ","2,053 ","2,343 ","2,692 ","3,067 ","3,475 ","3,829 ","4,282 ","4,726 ","5,178 "
P,P06,P0601,"11,659 ",Y,N,128 ,440 ,863 ,"1,301 ","1,723 ","2,145 ","2,522 ","2,880 ","3,257 ","3,645 ","4,086 ","4,493 ","4,872 ","5,341 ","5,783 "
P,P07,P0701,"8,985 ",Y,N,138 ,370 ,631 ,983 ,"1,280 ","1,572 ","1,870 ","2,116 ","2,415 ","2,694 ","3,049 ","3,339 ","3,621 ","3,932 ","4,306 "
P,P08,P0801,"7,462 ",N,N,110 ,315 ,543 ,786 ,969 ,"1,124 ","1,297 ","1,488 ","1,681 ","1,898 ","2,113 ","2,337 ","2,548 ","2,756 ","2,969 "
P,P08,P0802,"1,170 ",Y,N,16 ,32 ,77 ,104 ,140 ,165 ,202 ,237 ,279 ,322 ,351 ,373 ,426 ,468 ,516 
P,P09,P0901,"8,433 ",Y,N,126 ,346 ,580 ,945 ,"1,222 ","1,492 ","1,725 ","1,997 ","2,221 ","2,472 ","2,787 ","3,007 ","3,233 ","3,495 ","3,746 "
P,P11,P1101,"11,583 ",Y,N,123 ,369 ,652 ,"1,004 ","1,392 ","1,699 ","2,012 ","2,339 ","2,662 ","3,003 ","3,362 ","3,716 ","4,070 ","4,394 ","4,883 "
P,P12,P1201,"7,392 ",Y,N,59 ,285 ,416 ,767 ,"1,031 ","1,291 ","1,483 ","1,730 ","1,976 ","2,339 ","2,598 ","2,895 ","3,167 ","3,492 ","3,725 "
P,P12,P1202,"1,833 ",N,N,30 ,87 ,137 ,206 ,274 ,353 ,407 ,452 ,527 ,598 ,672 ,733 ,802 ,884 ,960 
P,P13,P1301,641 ,N,N,20 ,39 ,64 ,109 ,124 ,152 ,178 ,209 ,228 ,253 ,285 ,306 ,317 ,336 ,366 
P,P13,P1302,"5,873 ",N,N,137 ,307 ,495 ,773 ,949 ,"1,154 ","1,355 ","1,524 ","1,710 ","1,887 ","2,069 ","2,214 ","2,416 ","2,567 ","2,746 "
P,P13,P1303,"2,292 ",Y,N,6 ,38 ,69 ,116 ,176 ,223 ,285 ,344 ,400 ,454 ,534 ,622 ,685 ,792 ,901 
P,P13,P1304,"1,402 ",N,N,25 ,48 ,98 ,152 ,227 ,269 ,329 ,386 ,414 ,466 ,529 ,604 ,643 ,692 ,762 
P,P14,P1401,"10,434 ",Y,N,121 ,367 ,668 ,"1,129 ","1,466 ","1,789 ","2,146 ","2,474 ","2,793 ","3,137 ","3,513 ","3,892 ","4,265 ","4,672 ","5,020 "
P,P16,P1601,"7,482 ",Y,N,66 ,232 ,473 ,739 ,"1,041 ","1,292 ","1,584 ","1,890 ","2,162 ","2,396 ","2,702 ","2,982 ","3,253 ","3,588 ","3,903 "
P,P17,P1701,"2,567 ",Y,N,26 ,78 ,131 ,239 ,342 ,440 ,496 ,587 ,655 ,703 ,785 ,853 ,908 ,"1,016 ","1,102 "
P,P17,P1702,"1,699 ",N,N,30 ,85 ,117 ,212 ,269 ,300 ,366 ,405 ,456 ,523 ,601 ,677 ,721 ,789 ,836 
P,P17,P1703,"1,845 ",N,N,11 ,40 ,58 ,87 ,121 ,166 ,215 ,263 ,307 ,338 ,385 ,442 ,490 ,558 ,618 
P,P17,P1704,"1,544 ",N,N,12 ,40 ,72 ,130 ,190 ,223 ,265 ,304 ,339 ,377 ,416 ,458 ,496 ,537 ,588 
P,P19,P1901,"5,371 ",Y,N,32 ,130 ,280 ,417 ,553 ,689 ,811 ,968 ,"1,116 ","1,260 ","1,423 ","1,551 ","1,701 ","1,868 ","2,056 "
P,P19,P1902,136 ,N,Y,1 ,3 ,5 ,5 ,6 ,7 ,7 ,13 ,13 ,13 ,15 ,18 ,18 ,20 ,20 
P,P19,P1903,246 ,N,N,9 ,24 ,59 ,72 ,81 ,85 ,88 ,89 ,92 ,95 ,98 ,109 ,111 ,112 ,112 
Q,Q01,Q0101,"4,372 ",Y,N,54 ,163 ,325 ,521 ,658 ,773 ,925 ,"1,050 ","1,172 ","1,289 ","1,421 ","1,526 ","1,618 ","1,747 ","1,832 "
Q,Q01,Q0102,"1,825 ",N,N,37 ,86 ,148 ,213 ,263 ,307 ,373 ,421 ,464 ,504 ,563 ,613 ,655 ,703 ,785 
Q,Q02,Q0201,"6,930 ",Y,N,61 ,178 ,326 ,584 ,803 ,"1,014 ","1,250 ","1,451 ","1,625 ","1,772 ","1,956 ","2,122 ","2,267 ","2,466 ","2,690 "
Q,Q04,Q0401,"4,852 ",Y,N,49 ,106 ,240 ,396 ,585 ,758 ,905 ,"1,027 ","1,154 ","1,274 ","1,398 ","1,519 ","1,623 ","1,706 ","1,833 "
Q,Q05,Q0501,"4,112 ",N,N,31 ,143 ,231 ,384 ,622 ,730 ,790 ,911 ,"1,039 ","1,142 ","1,277 ","1,394 ","1,458 ","1,586 ","1,652 "
Q,Q05,Q0502,"2,176 ",Y,N,20 ,59 ,97 ,167 ,225 ,287 ,355 ,419 ,467 ,534 ,602 ,677 ,730 ,776 ,819 
Q,Q06,Q0601,"8,586 ",Y,N,97 ,286 ,529 ,871 ,"1,161 ","1,412 ","1,667 ","1,926 ","2,242 ","2,587 ","2,862 ","3,170 ","3,468 ","3,873 ","4,248 "
Q,Q07,Q0701,"6,703 ",Y,N,61 ,234 ,401 ,671 ,932 ,"1,186 ","1,413 ","1,650 ","1,887 ","2,168 ","2,441 ","2,677 ","2,876 ","3,131 ","3,430 "
Q,Q08,Q0801,"5,664 ",Y,N,53 ,178 ,307 ,498 ,725 ,910 ,"1,097 ","1,314 ","1,569 ","1,789 ","2,053 ","2,257 ","2,463 ","2,716 ","2,954 "
Q,Q09,Q0901,"8,031 ",Y,N,127 ,322 ,573 ,973 ,"1,273 ","1,569 ","1,832 ","2,088 ","2,362 ","2,702 ","3,026 ","3,320 ","3,688 ","4,033 ","4,437 "
Q,Q10,Q1001,"10,406 ",Y,N,99 ,304 ,594 ,935 ,"1,247 ","1,562 ","1,834 ","2,181 ","2,506 ","2,851 ","3,230 ","3,522 ","3,848 ","4,247 ","4,729 "
Q,Q11,Q1101,"8,975 ",Y,N,72 ,241 ,438 ,782 ,"1,075 ","1,366 ","1,684 ","2,007 ","2,320 ","2,640 ","2,933 ","3,241 ","3,514 ","3,886 ","4,214 "
Q,Q12,Q1201,"9,613 ",Y,N,42 ,177 ,330 ,615 ,865 ,"1,141 ","1,414 ","1,716 ","2,017 ","2,285 ","2,601 ","2,866 ","3,158 ","3,491 ","3,847 "
Q,Q13,Q1301,"5,650 ",Y,N,28 ,109 ,215 ,382 ,559 ,780 ,"1,039 ","1,249 ","1,469 ","1,699 ","1,914 ","2,174 ","2,420 ","2,659 ","2,889 "
Q,Q14,Q1401,"9,532 ",Y,N,108 ,282 ,486 ,903 ,"1,229 ","1,546 ","1,889 ","2,402 ","2,508 ","2,803 ","3,098 ","3,387 ","3,720 ","4,060 ","4,405 "
Q,Q15,Q1501,"2,012 ",Y,N,34 ,93 ,151 ,251 ,320 ,367 ,442 ,496 ,573 ,656 ,703 ,765 ,837 ,925 ,980 
Q,Q15,Q1502,"3,653 ",N,N,56 ,123 ,231 ,392 ,490 ,616 ,769 ,877 ,993 ,"1,092 ","1,216 ","1,307 ","1,444 ","1,563 ","1,692 "
Q,Q15,Q1503,"5,667 ",N,N,48 ,160 ,297 ,511 ,774 ,997 ,"1,223 ","1,525 ","1,737 ","1,965 ","2,205 ","2,409 ","2,622 ","2,827 ","3,124 "
Q,Q16,Q1601,"10,698 ",Y,N,101 ,329 ,600 ,969 ,"1,250 ","1,566 ","1,843 ","2,090 ","2,372 ","2,738 ","3,086 ","3,440 ","3,764 ","4,121 ","4,496 "
Q,Q17,Q1701,"11,005 ",Y,N,80 ,304 ,561 ,890 ,"1,145 ","1,390 ","1,704 ","1,941 ","2,204 ","2,499 ","2,824 ","3,101 ","3,391 ","3,769 ","4,194 "
Q,Q18,Q1801,"11,082 ",Y,N,92 ,310 ,643 ,"1,060 ","1,425 ","1,949 ","2,345 ","2,826 ","3,181 ","3,588 ","3,955 ","4,378 ","4,711 ","5,111 ","5,559 "
Q,Q19,Q1901,"5,670 ",Y,N,86 ,205 ,376 ,649 ,910 ,"1,126 ","1,373 ","1,604 ","1,842 ","2,078 ","2,282 ","2,527 ","2,684 ","2,898 ","3,119 "
Q,Q19,Q1902,"4,465 ",N,N,45 ,135 ,213 ,431 ,625 ,783 ,979 ,"1,157 ","1,347 ","1,537 ","1,710 ","1,881 ","2,036 ","2,242 ","2,460 "
Q,Q20,Q2001,"11,990 ",Y,N,110 ,429 ,886 ,"1,489 ","1,885 ","2,199 ","2,628 ","2,932 ","3,306 ","3,615 ","3,965 ","4,371 ","4,811 ","5,204 ","5,644 "
Q,Q21,Q2101,"11,236 ",Y,N,79 ,308 ,669 ,"1,119 ","1,428 ","1,770 ","2,178 ","2,455 ","2,841 ","3,171 ","3,539 ","3,898 ","4,194 ","4,606 ","5,017 "
Q,Q22,Q2201,"9,792 ",Y,N,99 ,342 ,565 ,"1,032 ","1,299 ","1,607 ","1,996 ","2,306 ","2,645 ","2,950 ","3,219 ","3,509 ","3,778 ","4,060 ","4,371 "
Q,Q24,Q2401,"12,270 ",Y,N,137 ,342 ,612 ,"1,012 ","1,390 ","1,701 ","2,048 ","2,382 ","2,665 ","3,086 ","3,432 ","3,849 ","4,312 ","4,812 ","5,362 "
Q,Q25,Q2501,"11,316 ",Y,N,128 ,384 ,719 ,"1,107 ","1,520 ","1,823 ","2,202 ","2,542 ","2,894 ","3,352 ","3,683 ","4,065 ","4,399 ","4,811 ","5,265 "
Q,Q26,Q2601,"2,608 ",N,N,8 ,34 ,84 ,181 ,307 ,427 ,537 ,653 ,752 ,853 ,971 ,"1,054 ","1,138 ","1,227 ","1,314 "
Q,Q26,Q2602,"3,480 ",Y,N,38 ,125 ,207 ,362 ,515 ,651 ,833 ,960 ,"1,071 ","1,210 ","1,387 ","1,539 ","1,687 ","1,841 ","2,054 "
Q,Q27,Q2701,"4,555 ",Y,N,17 ,133 ,271 ,457 ,671 ,841 ,"1,007 ","1,186 ","1,389 ","1,556 ","1,800 ","2,010 ","2,198 ","2,435 ","2,744 "
R,R01,R0101,"7,817 ",Y,N,83 ,257 ,442 ,679 ,895 ,"1,071 ","1,363 ","1,636 ","1,911 ","2,132 ","2,382 ","2,592 ","2,857 ","3,112 ","3,368 "
R,R01,R0102,"1,524 ",N,N,14 ,55 ,79 ,127 ,189 ,238 ,305 ,356 ,413 ,448 ,508 ,573 ,616 ,685 ,781 
R,R02,R0201,"7,649 ",Y,N,117 ,351 ,578 ,872 ,"1,097 ","1,304 ","1,542 ","1,749 ","1,964 ","2,185 ","2,415 ","2,630 ","2,827 ","3,042 ","3,248 "
R,R03,R0301,"11,252 ",Y,N,108 ,394 ,814 ,"1,335 ","1,760 ","2,100 ","2,454 ","2,790 ","3,150 ","3,546 ","3,923 ","4,271 ","4,590 ","4,974 ","5,321 "
R,R06,R0601,"4,450 ",Y,N,71 ,176 ,273 ,492 ,662 ,820 ,971 ,"1,109 ","1,229 ","1,365 ","1,559 ","1,699 ","1,858 ","2,014 ","2,172 "
R,R06,R0602,"3,687 ",N,N,41 ,119 ,207 ,371 ,514 ,664 ,837 ,963 ,"1,089 ","1,230 ","1,342 ","1,497 ","1,644 ","1,782 ","1,921 "
R,R07,R0701,"9,929 ",Y,N,256 ,665 ,992 ,"1,517 ","1,854 ","2,210 ","2,570 ","2,890 ","3,214 ","3,528 ","3,876 ","4,229 ","4,529 ","4,829 ","5,096 "
R,R08,R0801,"11,588 ",Y,N,199 ,568 ,903 ,"1,451 ","1,891 ","2,290 ","2,674 ","3,076 ","3,405 ","3,800 ","4,195 ","4,582 ","4,916 ","5,235 ","5,568 "
R,R09,R0901,"7,548 ",Y,N,116 ,398 ,697 ,"1,091 ","1,481 ","1,859 ","2,160 ","2,469 ","2,764 ","3,087 ","3,401 ","3,697 ","3,979 ","4,253 ","4,503 "
R,R09,R0902,633 ,N,N,9 ,22 ,35 ,60 ,83 ,108 ,127 ,164 ,193 ,228 ,259 ,279 ,298 ,319 ,342 
R,R10,R1001,"8,819 ",Y,N,163 ,509 ,954 ,"1,480 ","1,910 ","2,280 ","2,624 ","3,048 ","3,365 ","3,698 ","4,076 ","4,429 ","4,704 ","4,996 ","5,342 "
R,R11,R1101,"5,789 ",N,N,96 ,246 ,529 ,788 ,"1,020 ","1,208 ","1,394 ","1,593 ","1,792 ","1,997 ","2,211 ","2,396 ","2,555 ","2,705 ","2,863 "
R,R11,R1102,"2,924 ",Y,N,21 ,61 ,90 ,207 ,292 ,395 ,466 ,551 ,626 ,693 ,802 ,870 ,951 ,"1,044 ","1,144 "
R,R12,R1201,"8,593 ",Y,N,78 ,266 ,482 ,796 ,"1,093 ","1,351 ","1,618 ","1,869 ","2,143 ","2,376 ","2,668 ","2,941 ","3,185 ","3,456 ","3,764 "
R,R13,R1301,"3,145 ",Y,N,40 ,125 ,218 ,343 ,452 ,575 ,698 ,777 ,901 ,"1,014 ","1,119 ","1,227 ","1,330 ","1,446 ","1,561 "
R,R13,R1302,"6,198 ",N,N,61 ,208 ,368 ,584 ,795 ,995 ,"1,189 ","1,355 ","1,544 ","1,751 ","1,983 ","2,194 ","2,412 ","2,577 ","2,775 "
R,R14,R1401,"7,815 ",Y,N,57 ,232 ,482 ,733 ,975 ,"1,191 ","1,403 ","1,653 ","1,868 ","2,107 ","2,324 ","2,537 ","2,778 ","3,070 ","3,427 "
R,R15,R1501,"4,798 ",N,N,62 ,149 ,225 ,445 ,600 ,736 ,894 ,"1,058 ","1,215 ","1,397 ","1,551 ","1,703 ","1,870 ","2,073 ","2,297 "
R,R15,R1502,"4,053 ",Y,N,41 ,134 ,237 ,371 ,493 ,616 ,728 ,866 ,"1,008 ","1,081 ","1,184 ","1,282 ","1,391 ","1,519 ","1,614 "
R,R16,R1601,"10,053 ",Y,N,119 ,288 ,524 ,855 ,"1,163 ","1,381 ","1,696 ","1,985 ","2,260 ","2,539 ","2,825 ","3,092 ","3,409 ","3,739 ","4,067 "
R,R16,R1602,"1,863 ",N,N,17 ,53 ,90 ,149 ,232 ,299 ,361 ,442 ,520 ,581 ,670 ,748 ,810 ,896 ,984 
R,R18,R1801,"9,478 ",Y,N,154 ,402 ,728 ,"1,154 ","1,463 ","1,762 ","2,073 ","2,396 ","2,731 ","3,070 ","3,392 ","3,685 ","4,001 ","4,298 ","4,565 "
R,R19,R1901,"10,369 ",Y,N,129 ,434 ,902 ,"1,371 ","1,743 ","2,069 ","2,433 ","2,797 ","3,125 ","3,467 ","3,805 ","4,149 ","4,422 ","4,780 ","5,130 "
R,R19,R1902,"1,840 ",N,N,23 ,49 ,90 ,152 ,191 ,255 ,309 ,345 ,373 ,436 ,481 ,526 ,566 ,609 ,663 
R,R20,R2001,"7,073 ",Y,N,89 ,272 ,367 ,668 ,862 ,"1,112 ","1,347 ","1,565 ","1,793 ","1,996 ","2,227 ","2,472 ","2,692 ","2,948 ","3,236 "
R,R20,R2002,837 ,N,N,2 ,25 ,34 ,58 ,75 ,94 ,112 ,136 ,149 ,186 ,215 ,241 ,267 ,308 ,348 
