"District 
Code","Constituency
Code",Polling Station Code,No. of Electors*,"Main
CS?","Small 
PS?",08:30,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30,20:30,21:30,22:30
H,H02,H0201,"8,933 ",Y,N,133 ,432 ,810 ,"1,280 ","1,628 ","1,927 ","2,228 ","2,527 ","2,819 ","3,082 ","3,351 ","3,576 ","3,801 ","4,032 ","4,209 "
H,H03,H0301,"11,966 ",Y,N,140 ,453 ,925 ,"1,380 ","1,730 ","2,041 ","2,372 ","2,727 ","3,073 ","3,388 ","3,748 ","4,038 ","4,331 ","4,647 ","4,970 "
H,H04,H0401,"6,182 ",Y,N,55 ,195 ,330 ,475 ,692 ,822 ,"1,021 ","1,206 ","1,394 ","1,562 ","1,771 ","1,954 ","2,105 ","2,266 ","2,465 "
H,H05,H0501,"11,346 ",Y,N,138 ,500 ,862 ,"1,291 ","1,659 ","1,952 ","2,305 ","2,634 ","2,934 ","3,277 ","3,599 ","3,906 ","4,168 ","4,450 ","4,706 "
H,H06,H0601,"7,757 ",Y,N,145 ,343 ,393 ,706 ,"1,222 ","1,470 ","1,763 ","2,013 ","2,318 ","2,574 ","2,877 ","3,124 ","3,380 ","3,635 ","3,920 "
H,H06,H0602,"3,827 ",N,N,34 ,132 ,184 ,368 ,582 ,725 ,883 ,"1,061 ","1,206 ","1,304 ","1,472 ","1,622 ","1,797 ","1,949 ","2,104 "
H,H07,H0701,"4,471 ",Y,N,87 ,218 ,412 ,554 ,677 ,806 ,953 ,"1,188 ","1,300 ","1,406 ","1,546 ","1,672 ","1,813 ","1,918 ","1,983 "
H,H07,H0702,"5,697 ",N,N,65 ,160 ,398 ,612 ,801 ,968 ,"1,192 ","1,387 ","1,549 ","1,741 ","1,974 ","2,145 ","2,321 ","2,516 ","2,727 "
H,H09,H0901,"8,755 ",Y,N,100 ,385 ,717 ,"1,031 ","1,304 ","1,527 ","1,762 ","1,992 ","2,267 ","2,526 ","2,738 ","2,965 ","3,165 ","3,400 ","3,563 "
H,H11,H1101,"5,828 ",N,N,87 ,278 ,498 ,756 ,885 ,"1,035 ","1,255 ","1,388 ","1,565 ","1,752 ","1,888 ","2,043 ","2,170 ","2,362 ","2,482 "
H,H11,H1102,"6,106 ",Y,N,107 ,279 ,496 ,709 ,863 ,"1,003 ","1,181 ","1,352 ","1,526 ","1,708 ","1,875 ","2,009 ","2,150 ","2,304 ","2,420 "
H,H12,H1201,"5,765 ",Y,N,111 ,270 ,495 ,719 ,946 ,"1,115 ","1,305 ","1,513 ","1,692 ","1,857 ","2,084 ","2,256 ","2,419 ","2,599 ","2,775 "
H,H12,H1202,"3,798 ",N,N,50 ,146 ,272 ,418 ,541 ,657 ,792 ,895 ,"1,041 ","1,180 ","1,313 ","1,435 ","1,533 ","1,649 ","1,768 "
H,H14,H1401,"5,161 ",N,N,135 ,347 ,589 ,793 ,956 ,"1,094 ","1,230 ","1,379 ","1,523 ","1,700 ","1,832 ","1,988 ","2,115 ","2,192 ","2,270 "
H,H14,H1402,"4,305 ",Y,N,83 ,226 ,497 ,655 ,745 ,855 ,"1,007 ","1,166 ","1,284 ","1,413 ","1,580 ","1,697 ","1,844 ","2,005 ","2,114 "
H,H15,H1501,"3,585 ",Y,N,37 ,116 ,255 ,383 ,483 ,570 ,684 ,799 ,912 ,"1,017 ","1,127 ","1,236 ","1,303 ","1,426 ","1,551 "
H,H15,H1502,"7,925 ",N,N,115 ,342 ,630 ,914 ,"1,167 ","1,398 ","1,625 ","1,844 ","2,091 ","2,280 ","2,582 ","2,810 ","2,999 ","3,238 ","3,440 "
H,H16,H1601,"11,703 ",Y,N,206 ,553 ,"1,124 ","1,498 ","1,816 ","2,086 ","2,394 ","2,721 ","3,095 ","3,509 ","3,884 ","4,198 ","4,538 ","4,850 ","5,190 "
H,H18,H1801,"11,043 ",Y,N,182 ,442 ,841 ,"1,192 ","1,500 ","1,783 ","2,110 ","2,449 ","2,836 ","3,086 ","3,529 ","3,881 ","4,210 ","4,599 ","4,952 "
H,H20,H2001,"12,659 ",Y,N,147 ,465 ,953 ,"1,483 ","1,880 ","2,240 ","2,609 ","2,954 ","3,360 ","3,738 ","4,073 ","4,383 ","4,685 ","4,981 ","5,350 "
H,H21,H2101,"7,815 ",Y,N,113 ,350 ,735 ,990 ,"1,214 ","1,432 ","1,679 ","1,899 ","2,096 ","2,353 ","2,625 ","2,873 ","3,139 ","3,423 ","3,668 "
H,H22,H2201,"7,847 ",Y,N,99 ,349 ,665 ,928 ,"1,165 ","1,398 ","1,592 ","1,807 ","2,055 ","2,358 ","2,641 ","2,826 ","2,998 ","3,215 ","3,396 "
H,H23,H2301,"7,308 ",Y,N,118 ,362 ,637 ,916 ,"1,168 ","1,352 ","1,612 ","1,796 ","2,060 ","2,280 ","2,616 ","2,836 ","3,105 ","3,372 ","3,612 "
H,H24,H2401,"4,463 ",N,N,49 ,144 ,304 ,440 ,573 ,719 ,845 ,"1,002 ","1,125 ","1,225 ","1,377 ","1,500 ","1,615 ","1,716 ","1,816 "
H,H24,H2402,"3,260 ",Y,N,51 ,166 ,293 ,426 ,527 ,621 ,734 ,827 ,937 ,"1,028 ","1,138 ","1,210 ","1,286 ","1,365 ","1,422 "
H,H25,H2501,"9,610 ",Y,N,128 ,410 ,761 ,"1,180 ","1,466 ","1,777 ","2,065 ","2,342 ","2,629 ","2,894 ","3,218 ","3,452 ","3,674 ","3,915 ","4,114 "
J,J01,J0101,"1,832 ",Y,N,30 ,63 ,144 ,194 ,241 ,291 ,345 ,391 ,425 ,471 ,526 ,573 ,615 ,665 ,715 
J,J01,J0102,"2,564 ",N,N,18 ,75 ,143 ,204 ,292 ,369 ,445 ,523 ,594 ,650 ,708 ,759 ,825 ,878 ,927 
J,J01,J0103,"3,612 ",N,N,36 ,132 ,246 ,368 ,447 ,539 ,639 ,713 ,816 ,899 ,992 ,"1,072 ","1,153 ","1,253 ","1,340 "
J,J02,J0201,"6,323 ",Y,N,71 ,234 ,448 ,672 ,891 ,"1,095 ","1,279 ","1,472 ","1,632 ","1,776 ","2,008 ","2,183 ","2,385 ","2,568 ","2,736 "
J,J04,J0401,"10,145 ",Y,N,180 ,518 ,859 ,"1,344 ","1,794 ","2,115 ","2,426 ","2,764 ","3,179 ","3,469 ","3,872 ","4,184 ","4,475 ","4,864 ","5,340 "
J,J05,J0501,"8,792 ",Y,N,180 ,439 ,804 ,"1,361 ","1,568 ","1,764 ","1,979 ","2,220 ","2,466 ","2,711 ","2,967 ","3,156 ","3,317 ","3,487 ","3,647 "
J,J06,J0601,"5,145 ",Y,N,112 ,306 ,517 ,730 ,896 ,"1,069 ","1,224 ","1,391 ","1,547 ","1,722 ","1,950 ","2,086 ","2,228 ","2,377 ","2,519 "
J,J07,J0701,"2,275 ",N,N,14 ,66 ,132 ,214 ,271 ,327 ,392 ,443 ,496 ,568 ,621 ,679 ,743 ,798 ,847 
J,J07,J0702,"6,209 ",Y,N,123 ,347 ,629 ,946 ,"1,080 ","1,243 ","1,430 ","1,605 ","1,743 ","1,929 ","2,121 ","2,275 ","2,418 ","2,537 ","2,696 "
J,J07,J0703,"2,411 ",N,N,23 ,83 ,151 ,229 ,302 ,359 ,411 ,502 ,572 ,638 ,693 ,745 ,801 ,856 ,902 
J,J12,J1201,"12,060 ",Y,N,200 ,641 ,"1,236 ","1,666 ","2,060 ","2,305 ","2,598 ","2,902 ","3,264 ","3,647 ","4,013 ","4,288 ","4,586 ","4,895 ","5,147 "
J,J13,J1301,"6,419 ",Y,N,114 ,291 ,465 ,668 ,889 ,"1,065 ","1,288 ","1,439 ","1,627 ","1,832 ","2,020 ","2,229 ","2,424 ","2,606 ","2,838 "
J,J13,J1302,"5,069 ",N,N,48 ,144 ,300 ,474 ,620 ,762 ,929 ,"1,062 ","1,188 ","1,359 ","1,515 ","1,664 ","1,825 ","1,988 ","2,192 "
J,J14,J1401,"8,892 ",N,N,112 ,331 ,682 ,"1,007 ","1,275 ","1,460 ","1,657 ","1,873 ","2,108 ","2,389 ","2,693 ","2,920 ","3,181 ","3,418 ","3,604 "
J,J14,J1402,"3,342 ",Y,N,51 ,192 ,329 ,466 ,560 ,627 ,742 ,855 ,977 ,"1,071 ","1,237 ","1,364 ","1,467 ","1,584 ","1,671 "
J,J15,J1501,"11,160 ",Y,N,94 ,310 ,652 ,971 ,"1,277 ","1,515 ","1,773 ","2,030 ","2,310 ","2,521 ","2,884 ","3,162 ","3,373 ","3,634 ","3,873 "
J,J16,J1601,"4,033 ",N,N,69 ,183 ,334 ,432 ,535 ,621 ,718 ,828 ,923 ,"1,022 ","1,122 ","1,189 ","1,296 ","1,388 ","1,482 "
J,J16,J1602,"6,790 ",Y,N,85 ,293 ,486 ,732 ,929 ,"1,090 ","1,267 ","1,458 ","1,654 ","1,761 ","2,003 ","2,197 ","2,367 ","2,525 ","2,678 "
J,J19,J1901,"8,705 ",Y,N,76 ,254 ,513 ,775 ,"1,071 ","1,303 ","1,539 ","1,812 ","2,070 ","2,315 ","2,619 ","2,829 ","3,104 ","3,380 ","3,724 "
J,J20,J2001,"6,200 ",N,N,106 ,306 ,509 ,698 ,896 ,"1,043 ","1,222 ","1,384 ","1,542 ","1,677 ","1,910 ","2,095 ","2,293 ","2,503 ","2,742 "
J,J20,J2002,"4,874 ",Y,N,119 ,387 ,593 ,828 ,"1,034 ","1,164 ","1,332 ","1,463 ","1,622 ","1,782 ","1,925 ","2,046 ","2,198 ","2,347 ","2,503 "
J,J21,J2101,"5,881 ",Y,N,80 ,219 ,379 ,549 ,677 ,823 ,979 ,"1,100 ","1,251 ","1,437 ","1,577 ","1,778 ","1,949 ","2,128 ","2,299 "
J,J22,J2201,"8,105 ",Y,N,48 ,206 ,444 ,734 ,"1,036 ","1,290 ","1,552 ","1,766 ","2,051 ","2,314 ","2,545 ","2,808 ","3,043 ","3,317 ","3,641 "
J,J23,J2301,"8,205 ",Y,N,136 ,476 ,872 ,"1,235 ","1,527 ","1,700 ","1,919 ","2,132 ","2,399 ","2,611 ","2,892 ","3,101 ","3,287 ","3,496 ","3,711 "
J,J23,J2302,810 ,N,N,17 ,65 ,109 ,144 ,178 ,198 ,229 ,255 ,277 ,297 ,321 ,337 ,348 ,364 ,370 
J,J25,J2501,"10,260 ",Y,N,43 ,241 ,495 ,835 ,"1,185 ","1,463 ","1,812 ","2,136 ","2,486 ","2,782 ","3,090 ","3,355 ","3,636 ","4,027 ","4,327 "
J,J26,J2601,"12,623 ",Y,N,256 ,749 ,"1,307 ","1,866 ","2,324 ","2,723 ","3,093 ","3,472 ","3,890 ","4,331 ","4,703 ","5,028 ","5,376 ","5,683 ","5,952 "
J,J27,J2701,"9,304 ",Y,N,74 ,232 ,417 ,637 ,862 ,"1,019 ","1,189 ","1,368 ","1,575 ","1,796 ","1,974 ","2,149 ","2,321 ","2,544 ","2,731 "
J,J28,J2801,"7,356 ",Y,N,108 ,314 ,582 ,850 ,"1,111 ","1,353 ","1,519 ","1,715 ","1,885 ","2,125 ","2,366 ","2,551 ","2,751 ","2,982 ","3,194 "
J,J29,J2901,"7,596 ",Y,N,147 ,384 ,662 ,876 ,"1,063 ","1,215 ","1,378 ","1,539 ","1,716 ","1,886 ","2,100 ","2,252 ","2,383 ","2,524 ","2,637 "
J,J30,J3001,"7,700 ",Y,N,81 ,234 ,446 ,688 ,874 ,"1,050 ","1,219 ","1,369 ","1,556 ","1,753 ","1,932 ","2,113 ","2,280 ","2,469 ","2,712 "
J,J31,J3101,"9,614 ",Y,N,210 ,521 ,932 ,"1,252 ","1,541 ","1,815 ","2,081 ","2,361 ","2,616 ","2,904 ","3,226 ","3,449 ","3,705 ","3,914 ","4,119 "
J,J34,J3401,"8,595 ",Y,N,101 ,293 ,569 ,844 ,"1,053 ","1,218 ","1,440 ","1,603 ","1,833 ","2,075 ","2,268 ","2,527 ","2,728 ","2,931 ","3,152 "
J,J35,J3501,"7,608 ",Y,N,153 ,423 ,723 ,"1,047 ","1,276 ","1,469 ","1,715 ","1,900 ","2,126 ","2,366 ","2,564 ","2,754 ","2,923 ","3,093 ","3,257 "
K,K01,K0101,"7,643 ",Y,N,39 ,171 ,330 ,532 ,706 ,912 ,"1,099 ","1,286 ","1,478 ","1,678 ","1,840 ","2,014 ","2,191 ","2,391 ","2,548 "
K,K02,K0201,"7,102 ",Y,N,86 ,261 ,490 ,808 ,"1,034 ","1,255 ","1,524 ","1,711 ","1,918 ","2,118 ","2,337 ","2,505 ","2,699 ","2,876 ","3,010 "
K,K03,K0301,"9,149 ",Y,N,99 ,284 ,519 ,812 ,"1,141 ","1,482 ","1,825 ","2,140 ","2,452 ","2,749 ","3,110 ","3,418 ","3,722 ","4,115 ","4,443 "
K,K04,K0401,"7,465 ",Y,N,72 ,273 ,585 ,854 ,"1,075 ","1,268 ","1,437 ","1,619 ","1,842 ","2,024 ","2,184 ","2,326 ","2,451 ","2,661 ","2,771 "
K,K05,K0501,"8,081 ",Y,N,156 ,640 ,"1,007 ","1,373 ","1,640 ","1,863 ","2,114 ","2,343 ","2,430 ","2,633 ","2,834 ","2,976 ","3,148 ","3,327 ","3,431 "
K,K06,K0601,"8,084 ",Y,N,92 ,277 ,576 ,919 ,"1,287 ","1,601 ","1,932 ","2,286 ","2,593 ","2,883 ","3,153 ","3,466 ","3,714 ","4,043 ","4,347 "
K,K07,K0701,"7,619 ",Y,N,89 ,339 ,594 ,851 ,"1,107 ","1,322 ","1,536 ","1,737 ","1,938 ","2,151 ","2,419 ","2,633 ","2,854 ","3,101 ","3,331 "
K,K09,K0901,"10,216 ",Y,N,118 ,370 ,726 ,"1,086 ","1,489 ","1,829 ","2,176 ","2,499 ","2,839 ","3,151 ","3,496 ","3,848 ","4,191 ","4,572 ","5,008 "
K,K10,K1001,"7,067 ",Y,N,51 ,196 ,324 ,540 ,746 ,935 ,"1,139 ","1,355 ","1,543 ","1,746 ","1,971 ","2,187 ","2,373 ","2,628 ","2,944 "
K,K10,K1002,"3,039 ",N,N,26 ,76 ,151 ,237 ,313 ,390 ,451 ,536 ,599 ,656 ,759 ,847 ,904 ,978 ,"1,045 "
K,K11,K1101,"4,822 ",N,N,41 ,138 ,297 ,484 ,677 ,856 ,"1,022 ","1,177 ","1,328 ","1,483 ","1,623 ","1,812 ","1,981 ","2,159 ","2,394 "
K,K11,K1102,"2,302 ",Y,N,21 ,65 ,126 ,199 ,270 ,337 ,385 ,453 ,497 ,551 ,607 ,653 ,709 ,780 ,845 
K,K13,K1301,"7,626 ",Y,N,96 ,277 ,516 ,772 ,"1,019 ","1,244 ","1,502 ","1,796 ","1,989 ","2,173 ","2,436 ","2,691 ","2,903 ","3,113 ","3,327 "
K,K14,K1401,"7,941 ",Y,N,179 ,475 ,815 ,"1,140 ","1,438 ","1,708 ","1,972 ","2,239 ","2,504 ","2,780 ","3,063 ","3,319 ","3,580 ","3,839 ","4,063 "
K,K14,K1402,"1,378 ",N,N,14 ,45 ,109 ,166 ,231 ,259 ,316 ,357 ,405 ,456 ,506 ,543 ,575 ,607 ,648 
K,K15,K1501,"8,141 ",Y,N,98 ,333 ,652 ,"1,027 ","1,293 ","1,529 ","1,769 ","2,064 ","2,318 ","2,593 ","2,863 ","3,116 ","3,361 ","3,593 ","3,842 "
K,K17,K1701,"4,254 ",N,N,111 ,239 ,413 ,608 ,732 ,864 ,984 ,"1,087 ","1,187 ","1,328 ","1,488 ","1,615 ","1,734 ","1,861 ","1,972 "
K,K17,K1702,"3,691 ",Y,N,93 ,198 ,345 ,501 ,629 ,709 ,823 ,922 ,"1,013 ","1,109 ","1,246 ","1,335 ","1,456 ","1,569 ","1,653 "
L,L01,L0101,"5,807 ",Y,N,42 ,104 ,223 ,336 ,467 ,621 ,754 ,891 ,"1,050 ","1,158 ","1,300 ","1,431 ","1,551 ","1,705 ","1,816 "
L,L01,L0102,"1,619 ",N,N,15 ,32 ,68 ,90 ,122 ,149 ,176 ,212 ,247 ,292 ,321 ,355 ,395 ,430 ,450 
L,L02,L0201,"8,541 ",N,N,57 ,230 ,449 ,723 ,962 ,"1,213 ","1,414 ","1,636 ","1,828 ","2,010 ","2,225 ","2,489 ","2,713 ","2,948 ","3,229 "
L,L02,L0202,"2,069 ",Y,N,17 ,54 ,107 ,150 ,212 ,263 ,317 ,368 ,413 ,450 ,529 ,576 ,622 ,657 ,705 
L,L03,L0301,"10,278 ",Y,N,94 ,240 ,499 ,777 ,"1,061 ","1,303 ","1,574 ","1,814 ","2,129 ","2,420 ","2,737 ","3,037 ","3,358 ","3,709 ","4,101 "
L,L03,L0302,"1,858 ",N,N,22 ,50 ,93 ,144 ,196 ,268 ,369 ,402 ,455 ,478 ,568 ,612 ,696 ,762 ,823 
L,L04,L0401,"7,579 ",Y,N,128 ,307 ,541 ,779 ,980 ,"1,166 ","1,356 ","1,541 ","1,717 ","1,859 ","2,096 ","2,286 ","2,519 ","2,726 ","2,869 "
L,L04,L0402,"3,030 ",N,N,32 ,92 ,154 ,248 ,332 ,396 ,487 ,551 ,644 ,709 ,807 ,883 ,966 ,"1,058 ","1,121 "
L,L05,L0501,"8,887 ",Y,N,121 ,271 ,581 ,849 ,"1,089 ","1,303 ","1,524 ","1,772 ","1,993 ","2,251 ","2,489 ","2,722 ","2,984 ","3,239 ","3,443 "
L,L06,L0601,"6,330 ",Y,N,52 ,165 ,304 ,445 ,596 ,740 ,899 ,"1,028 ","1,176 ","1,359 ","1,543 ","1,682 ","1,849 ","2,027 ","2,223 "
L,L06,L0602,"1,510 ",N,N,15 ,35 ,61 ,91 ,122 ,154 ,180 ,215 ,241 ,271 ,314 ,346 ,373 ,415 ,454 
L,L07,L0701,"8,024 ",Y,N,74 ,197 ,406 ,602 ,839 ,"1,124 ","1,295 ","1,548 ","1,733 ","1,938 ","2,192 ","2,398 ","2,596 ","2,888 ","3,128 "
L,L08,L0801,"10,601 ",Y,N,64 ,251 ,501 ,778 ,"1,041 ","1,239 ","1,466 ","1,699 ","1,913 ","2,130 ","2,391 ","2,627 ","2,841 ","3,041 ","3,259 "
L,L10,L1001,"10,028 ",Y,N,120 ,369 ,676 ,975 ,"1,196 ","1,411 ","1,647 ","1,906 ","2,119 ","2,399 ","2,620 ","2,876 ","3,116 ","3,362 ","3,629 "
L,L11,L1101,"2,310 ",Y,N,15 ,46 ,81 ,125 ,190 ,225 ,265 ,356 ,419 ,469 ,521 ,560 ,620 ,679 ,744 
L,L11,L1102,"4,481 ",N,N,18 ,70 ,155 ,257 ,354 ,444 ,526 ,620 ,725 ,824 ,947 ,"1,019 ","1,099 ","1,218 ","1,306 "
L,L12,L1201,"3,861 ",Y,N,87 ,200 ,351 ,465 ,557 ,646 ,744 ,831 ,935 ,"1,001 ","1,124 ","1,236 ","1,328 ","1,428 ","1,492 "
L,L12,L1202,"3,668 ",N,N,16 ,57 ,106 ,161 ,226 ,286 ,333 ,398 ,446 ,487 ,587 ,634 ,703 ,779 ,842 
L,L13,L1301,"2,021 ",Y,N,17 ,50 ,111 ,170 ,231 ,289 ,350 ,439 ,498 ,553 ,641 ,703 ,758 ,837 ,954 
L,L13,L1302,"2,659 ",N,N,31 ,88 ,115 ,159 ,238 ,302 ,365 ,455 ,516 ,585 ,673 ,736 ,813 ,908 ,997 
L,L13,L1303,"3,278 ",N,N,44 ,109 ,194 ,312 ,443 ,566 ,695 ,818 ,925 ,"1,060 ","1,162 ","1,276 ","1,361 ","1,495 ","1,638 "
L,L14,L1401,"7,852 ",Y,N,48 ,164 ,325 ,492 ,656 ,793 ,989 ,"1,176 ","1,358 ","1,528 ","1,733 ","1,905 ","2,082 ","2,306 ","2,528 "
L,L15,L1501,"7,873 ",Y,N,103 ,277 ,549 ,775 ,"1,044 ","1,255 ","1,518 ","1,723 ","1,939 ","2,180 ","2,446 ","2,711 ","2,967 ","3,273 ","3,589 "
L,L16,L1601,"6,776 ",Y,N,66 ,216 ,447 ,612 ,802 ,"1,008 ","1,181 ","1,350 ","1,565 ","1,753 ","1,931 ","2,124 ","2,361 ","2,595 ","2,855 "
L,L18,L1801,"3,721 ",Y,N,43 ,124 ,207 ,331 ,429 ,524 ,616 ,700 ,796 ,904 ,"1,019 ","1,118 ","1,222 ","1,336 ","1,450 "
L,L18,L1802,"6,427 ",N,N,116 ,349 ,574 ,777 ,948 ,"1,068 ","1,210 ","1,367 ","1,525 ","1,673 ","1,803 ","1,958 ","2,068 ","2,202 ","2,324 "
L,L19,L1901,"6,555 ",Y,N,79 ,246 ,490 ,797 ,"1,020 ","1,224 ","1,476 ","1,691 ","1,938 ","2,154 ","2,421 ","2,622 ","2,863 ","3,125 ","3,350 "
L,L19,L1902,588 ,N,N,9 ,25 ,48 ,84 ,123 ,154 ,164 ,191 ,207 ,229 ,261 ,286 ,304 ,324 ,338 
L,L20,L2001,"10,241 ",N,N,57 ,218 ,468 ,731 ,"1,011 ","1,211 ","1,438 ","1,689 ","1,904 ","2,130 ","2,435 ","2,674 ","2,964 ","3,323 ","3,639 "
L,L20,L2002,803 ,Y,N,5 ,14 ,46 ,67 ,93 ,113 ,132 ,149 ,164 ,172 ,199 ,213 ,230 ,249 ,258 
L,L21,L2101,"9,403 ",Y,N,118 ,319 ,615 ,891 ,"1,124 ","1,329 ","1,580 ","1,792 ","2,083 ","2,344 ","2,604 ","2,810 ","3,041 ","3,357 ","3,705 "
L,L22,L2201,"9,929 ",Y,N,116 ,350 ,651 ,967 ,"1,211 ","1,462 ","1,706 ","1,954 ","2,163 ","2,466 ","2,789 ","3,046 ","3,336 ","3,636 ","3,951 "
L,L23,L2301,"10,960 ",Y,N,112 ,304 ,521 ,748 ,"1,003 ","1,172 ","1,355 ","1,513 ","1,740 ","2,002 ","2,300 ","2,556 ","2,812 ","3,145 ","3,513 "
L,L24,L2401,"6,346 ",Y,N,262 ,542 ,815 ,"1,049 ","1,263 ","1,407 ","1,580 ","1,746 ","1,894 ","2,058 ","2,228 ","2,379 ","2,515 ","2,661 ","2,810 "
L,L24,L2402,"1,708 ",N,N,11 ,53 ,108 ,167 ,230 ,263 ,327 ,371 ,415 ,456 ,517 ,562 ,611 ,658 ,700 
L,L25,L2501,"9,966 ",Y,N,164 ,399 ,721 ,"1,065 ","1,345 ","1,586 ","1,863 ","2,118 ","2,368 ","2,652 ","2,917 ","3,159 ","3,482 ","3,804 ","4,047 "
L,L26,L2601,"8,424 ",Y,N,79 ,229 ,506 ,782 ,"1,125 ","1,387 ","1,606 ","1,887 ","2,140 ","2,401 ","2,682 ","2,920 ","3,172 ","3,485 ","3,888 "
L,L27,L2701,"6,797 ",Y,N,51 ,201 ,398 ,604 ,851 ,"1,008 ","1,379 ","1,482 ","1,630 ","1,822 ","2,003 ","2,183 ","2,414 ","2,624 ","2,895 "
L,L27,L2702,"2,097 ",N,N,19 ,46 ,94 ,160 ,230 ,300 ,374 ,421 ,468 ,529 ,605 ,661 ,724 ,808 ,864 
L,L28,L2801,"11,168 ",Y,N,118 ,388 ,761 ,"1,128 ","1,495 ","1,816 ","2,148 ","2,452 ","2,756 ","3,119 ","3,564 ","3,945 ","4,326 ","4,786 ","5,274 "
M,M01,M0101,"10,521 ",Y,N,72 ,223 ,457 ,724 ,942 ,"1,120 ","1,389 ","1,602 ","1,855 ","2,015 ","2,315 ","2,505 ","2,750 ","3,053 ","3,235 "
M,M02,M0201,"8,762 ",Y,N,190 ,442 ,766 ,"1,063 ","1,370 ","1,588 ","1,818 ","2,071 ","2,265 ","2,503 ","2,715 ","2,947 ","3,164 ","3,375 ","3,596 "
M,M03,M0301,"9,937 ",Y,N,79 ,257 ,468 ,720 ,960 ,"1,198 ","1,458 ","1,718 ","1,942 ","2,236 ","2,542 ","2,825 ","3,123 ","3,476 ","3,845 "
M,M04,M0401,"7,849 ",Y,N,93 ,259 ,484 ,722 ,927 ,"1,130 ","1,342 ","1,559 ","1,773 ","1,956 ","2,258 ","2,520 ","2,809 ","3,142 ","3,430 "
M,M04,M0402,"1,455 ",N,N,10 ,28 ,49 ,76 ,97 ,132 ,166 ,211 ,233 ,266 ,313 ,342 ,379 ,437 ,487 
M,M05,M0501,"6,176 ",N,N,24 ,110 ,272 ,418 ,572 ,708 ,886 ,"1,033 ","1,179 ","1,309 ","1,462 ","1,584 ","1,697 ","1,799 ","1,908 "
M,M05,M0502,"2,728 ",Y,N,13 ,61 ,116 ,179 ,235 ,276 ,328 ,379 ,445 ,525 ,581 ,653 ,707 ,780 ,830 
M,M06,M0601,"8,277 ",Y,N,79 ,257 ,465 ,760 ,988 ,"1,239 ","1,530 ","1,806 ","2,047 ","2,367 ","2,506 ","2,732 ","2,959 ","3,237 ","3,499 "
M,M08,M0801,"4,726 ",N,N,95 ,231 ,392 ,565 ,773 ,936 ,"1,108 ","1,247 ","1,419 ","1,577 ","1,777 ","1,955 ","2,083 ","2,230 ","2,351 "
M,M08,M0802,"6,201 ",Y,N,146 ,394 ,666 ,942 ,"1,211 ","1,432 ","1,670 ","1,887 ","2,108 ","2,262 ","2,512 ","2,703 ","2,894 ","3,052 ","3,235 "
M,M09,M0901,"4,890 ",Y,N,57 ,215 ,394 ,580 ,777 ,886 ,"1,048 ","1,175 ","1,300 ","1,437 ","1,570 ","1,732 ","1,842 ","1,971 ","2,146 "
M,M09,M0902,"3,251 ",N,N,47 ,171 ,316 ,484 ,597 ,647 ,687 ,772 ,879 ,970 ,"1,089 ","1,177 ","1,273 ","1,386 ","1,491 "
M,M12,M1201,"11,728 ",Y,N,85 ,275 ,544 ,802 ,"1,033 ","1,344 ","1,634 ","1,930 ","2,171 ","2,495 ","2,814 ","3,129 ","3,395 ","3,762 ","4,157 "
M,M14,M1401,"10,265 ",Y,N,88 ,220 ,457 ,683 ,910 ,"1,120 ","1,293 ","1,475 ","1,697 ","1,964 ","2,261 ","2,540 ","2,828 ","3,107 ","3,418 "
M,M15,M1501,"5,258 ",Y,N,66 ,200 ,328 ,435 ,552 ,643 ,749 ,883 ,"1,007 ","1,160 ","1,306 ","1,439 ","1,565 ","1,691 ","1,853 "
M,M16,M1601,"7,670 ",Y,N,104 ,295 ,525 ,736 ,946 ,"1,102 ","1,274 ","1,438 ","1,596 ","1,744 ","1,971 ","2,124 ","2,303 ","2,559 ","2,800 "
M,M17,M1701,"8,555 ",Y,N,97 ,305 ,572 ,845 ,"1,065 ","1,304 ","1,565 ","1,762 ","1,969 ","2,230 ","2,479 ","2,766 ","3,042 ","3,309 ","3,586 "
M,M18,M1801,"8,783 ",Y,N,67 ,233 ,497 ,742 ,988 ,"1,179 ","1,382 ","1,525 ","1,735 ","1,976 ","2,253 ","2,494 ","2,784 ","3,056 ","3,341 "
M,M20,M2001,"9,010 ",Y,N,68 ,218 ,430 ,637 ,848 ,"1,048 ","1,245 ","1,403 ","1,577 ","1,805 ","2,130 ","2,431 ","2,704 ","3,056 ","3,439 "
M,M21,M2101,"6,997 ",Y,N,158 ,342 ,636 ,891 ,"1,166 ","1,373 ","1,615 ","1,814 ","2,006 ","2,221 ","2,535 ","2,774 ","3,017 ","3,250 ","3,504 "
M,M22,M2201,"8,956 ",Y,N,113 ,280 ,489 ,716 ,954 ,"1,175 ","1,407 ","1,653 ","1,918 ","2,084 ","2,388 ","2,600 ","2,827 ","3,128 ","3,382 "
M,M23,M2301,"7,421 ",N,N,74 ,211 ,391 ,561 ,716 ,870 ,"1,049 ","1,182 ","1,371 ","1,507 ","1,685 ","1,827 ","2,000 ","2,254 ","2,488 "
M,M23,M2302,"5,258 ",Y,N,106 ,283 ,474 ,624 ,753 ,881 ,"1,000 ","1,129 ","1,245 ","1,348 ","1,550 ","1,683 ","1,814 ","1,984 ","2,118 "
