Code,Name,Sex,18-20,21-25,26-30,31-35,36-40,41-45,46-50,51-55,56-60,61-65,66-70,71+,source_file
G15,土瓜灣北 To Kwa Wan North,M,67.0,145.0,164.0,196.0,212.0,249.0,216.0,205.0,209.0,206.0,243.0,476.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G15,土瓜灣北 To Kwa Wan North,F,67.0,142.0,138.0,155.0,189.0,250.0,208.0,227.0,215.0,245.0,278.0,521.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G16,土瓜灣南 To Kwa Wan South,M,63.0,162.0,176.0,194.0,196.0,260.0,275.0,257.0,264.0,250.0,225.0,381.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G16,土瓜灣南 To Kwa Wan South,F,61.0,138.0,174.0,198.0,232.0,239.0,262.0,307.0,321.0,274.0,206.0,416.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G17,鶴園海逸 Hok Yuen Laguna Verde,M,118.0,247.0,243.0,229.0,259.0,351.0,338.0,424.0,430.0,313.0,266.0,410.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G17,鶴園海逸 Hok Yuen Laguna Verde,F,114.0,233.0,240.0,207.0,272.0,362.0,408.0,503.0,386.0,317.0,242.0,402.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G18,黃埔東 Whampoa East,M,144.0,355.0,292.0,238.0,292.0,378.0,411.0,527.0,577.0,478.0,374.0,450.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G18,黃埔東 Whampoa East,F,133.0,325.0,305.0,314.0,349.0,481.0,455.0,607.0,636.0,455.0,357.0,473.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G19,黃埔西 Whampoa West,M,139.0,234.0,285.0,341.0,442.0,480.0,386.0,455.0,479.0,346.0,319.0,423.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G19,黃埔西 Whampoa West,F,116.0,252.0,253.0,349.0,491.0,559.0,441.0,494.0,505.0,399.0,324.0,453.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G20,紅磡灣 Hung Hom Bay,M,115.0,201.0,212.0,270.0,330.0,365.0,351.0,392.0,357.0,344.0,323.0,613.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G20,紅磡灣 Hung Hom Bay,F,106.0,223.0,235.0,286.0,356.0,389.0,436.0,395.0,396.0,387.0,391.0,710.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G21,紅磡 Hung Hom,M,46.0,125.0,161.0,181.0,193.0,187.0,235.0,194.0,241.0,203.0,193.0,388.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G21,紅磡 Hung Hom,F,49.0,129.0,130.0,181.0,194.0,212.0,190.0,240.0,241.0,246.0,220.0,483.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G22,家維 Ka Wai,M,133.0,327.0,262.0,281.0,324.0,372.0,386.0,480.0,494.0,438.0,464.0,983.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G22,家維 Ka Wai,F,130.0,293.0,297.0,291.0,354.0,402.0,426.0,543.0,556.0,524.0,515.0,1237.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G23,愛民 Oi Man,M,114.0,268.0,241.0,255.0,258.0,403.0,387.0,364.0,381.0,327.0,313.0,837.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G23,愛民 Oi Man,F,109.0,275.0,248.0,231.0,275.0,433.0,448.0,491.0,433.0,433.0,474.0,977.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G24,愛俊 Oi Chun,M,112.0,285.0,282.0,264.0,257.0,335.0,297.0,335.0,409.0,385.0,432.0,981.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
G24,愛俊 Oi Chun,F,92.0,296.0,255.0,248.0,315.0,333.0,345.0,449.0,448.0,517.0,594.0,994.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_G.csv.xlsx
L01,屯門市中心 Tuen Mun Town Centre,M,123.0,318.0,331.0,403.0,464.0,379.0,345.0,471.0,511.0,367.0,228.0,285.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L01,屯門市中心 Tuen Mun Town Centre,F,121.0,261.0,320.0,397.0,410.0,407.0,392.0,517.0,452.0,345.0,190.0,286.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L02,兆置 Siu Chi,M,176.0,423.0,455.0,415.0,473.0,388.0,316.0,543.0,711.0,607.0,476.0,513.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L02,兆置 Siu Chi,F,149.0,438.0,437.0,473.0,458.0,362.0,403.0,666.0,726.0,625.0,373.0,524.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L03,兆翠 Siu Tsui,M,161.0,380.0,362.0,458.0,737.0,572.0,444.0,628.0,648.0,585.0,645.0,611.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L03,兆翠 Siu Tsui,F,162.0,343.0,325.0,439.0,715.0,519.0,554.0,677.0,741.0,804.0,588.0,509.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L04,安定 On Ting,M,117.0,348.0,313.0,290.0,517.0,314.0,225.0,354.0,438.0,592.0,602.0,776.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L04,安定 On Ting,F,99.0,333.0,295.0,286.0,470.0,266.0,334.0,422.0,624.0,898.0,635.0,624.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L05,友愛南 Yau Oi South,M,130.0,381.0,311.0,256.0,449.0,283.0,221.0,265.0,373.0,433.0,519.0,609.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L05,友愛南 Yau Oi South,F,132.0,351.0,255.0,230.0,301.0,283.0,270.0,356.0,463.0,680.0,519.0,506.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L06,友愛北 Yau Oi North,M,121.0,366.0,286.0,265.0,427.0,360.0,181.0,323.0,378.0,362.0,420.0,501.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L06,友愛北 Yau Oi North,F,117.0,374.0,258.0,270.0,412.0,311.0,264.0,402.0,406.0,560.0,436.0,280.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L07,翠興 Tsui Hing,M,152.0,365.0,311.0,321.0,448.0,472.0,461.0,610.0,536.0,333.0,232.0,253.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L07,翠興 Tsui Hing,F,142.0,365.0,277.0,342.0,458.0,501.0,525.0,665.0,488.0,321.0,218.0,238.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L08,山景 Shan King,M,146.0,392.0,359.0,624.0,498.0,274.0,240.0,310.0,537.0,609.0,525.0,690.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L08,山景 Shan King,F,100.0,378.0,311.0,539.0,453.0,288.0,323.0,465.0,795.0,779.0,459.0,475.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L09,景興 King Hing,M,96.0,304.0,248.0,216.0,286.0,263.0,220.0,316.0,411.0,398.0,411.0,844.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L09,景興 King Hing,F,90.0,220.0,195.0,175.0,197.0,272.0,274.0,419.0,455.0,451.0,571.0,761.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L10,興澤 Hing Tsak,M,116.0,407.0,465.0,252.0,273.0,279.0,209.0,501.0,719.0,501.0,455.0,671.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L10,興澤 Hing Tsak,F,101.0,352.0,384.0,237.0,230.0,295.0,329.0,697.0,698.0,593.0,485.0,587.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L11,新墟 San Hui,M,104.0,313.0,338.0,309.0,293.0,222.0,231.0,382.0,454.0,395.0,280.0,395.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L11,新墟 San Hui,F,103.0,323.0,322.0,268.0,235.0,218.0,294.0,452.0,473.0,355.0,221.0,372.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L12,三聖 Sam Shing,M,94.0,279.0,248.0,229.0,290.0,343.0,353.0,465.0,510.0,456.0,343.0,426.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L12,三聖 Sam Shing,F,100.0,263.0,217.0,215.0,285.0,393.0,393.0,494.0,489.0,430.0,328.0,335.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L13,恆褔 Hanford,M,146.0,284.0,308.0,282.0,392.0,509.0,447.0,636.0,564.0,458.0,317.0,361.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L13,恆褔 Hanford,F,153.0,298.0,283.0,323.0,444.0,526.0,475.0,592.0,566.0,425.0,248.0,291.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L14,富新 Fu Sun,M,192.0,474.0,329.0,390.0,575.0,532.0,521.0,703.0,646.0,507.0,421.0,465.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L14,富新 Fu Sun,F,180.0,376.0,284.0,381.0,540.0,610.0,607.0,711.0,619.0,599.0,392.0,402.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L15,悅湖 Yuet Wu,M,137.0,372.0,248.0,281.0,421.0,324.0,385.0,578.0,462.0,423.0,326.0,322.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L15,悅湖 Yuet Wu,F,134.0,335.0,226.0,257.0,446.0,326.0,473.0,531.0,511.0,507.0,298.0,290.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L16,兆禧 Siu Hei,M,104.0,283.0,320.0,289.0,294.0,188.0,210.0,379.0,519.0,439.0,281.0,258.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L16,兆禧 Siu Hei,F,85.0,210.0,302.0,319.0,253.0,221.0,253.0,474.0,620.0,380.0,195.0,280.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L17,湖景 Wu King,M,138.0,324.0,306.0,301.0,396.0,273.0,231.0,260.0,360.0,424.0,422.0,507.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L17,湖景 Wu King,F,144.0,356.0,252.0,258.0,343.0,231.0,274.0,379.0,505.0,577.0,386.0,417.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L18,蝴蝶 Butterfly,M,112.0,296.0,325.0,400.0,348.0,221.0,219.0,340.0,547.0,664.0,558.0,704.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L18,蝴蝶 Butterfly,F,91.0,241.0,281.0,367.0,296.0,253.0,306.0,487.0,841.0,728.0,483.0,701.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L19,樂翠 Lok Tsui,M,107.0,303.0,285.0,299.0,371.0,333.0,293.0,418.0,529.0,394.0,278.0,367.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L19,樂翠 Lok Tsui,F,116.0,273.0,265.0,302.0,371.0,363.0,348.0,477.0,488.0,393.0,244.0,350.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L20,龍門 Lung Mun,M,168.0,396.0,272.0,319.0,420.0,410.0,488.0,534.0,542.0,422.0,359.0,432.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L20,龍門 Lung Mun,F,142.0,355.0,253.0,292.0,382.0,528.0,537.0,547.0,506.0,442.0,359.0,395.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L21,新景 San King,M,101.0,353.0,488.0,535.0,328.0,207.0,178.0,402.0,699.0,575.0,391.0,419.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L21,新景 San King,F,99.0,297.0,472.0,425.0,283.0,189.0,285.0,675.0,793.0,572.0,286.0,401.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L22,良景 Leung King,M,111.0,355.0,683.0,514.0,332.0,177.0,157.0,372.0,688.0,669.0,415.0,416.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L22,良景 Leung King,F,73.0,334.0,620.0,444.0,279.0,181.0,256.0,658.0,942.0,643.0,281.0,336.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L23,田景 Tin King,M,90.0,417.0,676.0,477.0,401.0,256.0,163.0,487.0,796.0,682.0,483.0,427.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L23,田景 Tin King,F,99.0,348.0,639.0,436.0,364.0,244.0,301.0,829.0,980.0,713.0,348.0,318.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L24,寶田 Po Tin,M,95.0,195.0,205.0,277.0,338.0,371.0,474.0,612.0,651.0,521.0,484.0,578.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L24,寶田 Po Tin,F,76.0,186.0,199.0,204.0,287.0,376.0,386.0,439.0,374.0,333.0,259.0,387.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L25,建生 Kin Sang,M,127.0,326.0,585.0,444.0,402.0,293.0,234.0,509.0,704.0,591.0,349.0,394.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L25,建生 Kin Sang,F,98.0,297.0,619.0,450.0,332.0,260.0,372.0,763.0,820.0,516.0,315.0,335.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L26,兆康 Siu Hong,M,73.0,203.0,345.0,506.0,403.0,213.0,180.0,273.0,485.0,649.0,453.0,391.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L26,兆康 Siu Hong,F,60.0,179.0,288.0,494.0,360.0,233.0,212.0,383.0,786.0,592.0,376.0,437.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L27,景峰 Prime View,M,117.0,334.0,396.0,598.0,580.0,479.0,363.0,495.0,641.0,484.0,304.0,282.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L27,景峰 Prime View,F,108.0,301.0,420.0,567.0,572.0,466.0,389.0,569.0,655.0,430.0,234.0,277.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L28,富泰 Fu Tai,M,279.0,807.0,798.0,467.0,354.0,310.0,331.0,523.0,837.0,638.0,397.0,549.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L28,富泰 Fu Tai,F,245.0,777.0,786.0,455.0,326.0,356.0,588.0,862.0,775.0,592.0,284.0,367.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L29,屯門鄉郊 Tuen Mun Rural,M,120.0,305.0,339.0,406.0,398.0,357.0,338.0,455.0,467.0,340.0,275.0,334.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
L29,屯門鄉郊 Tuen Mun Rural,F,135.0,256.0,306.0,363.0,378.0,344.0,337.0,457.0,492.0,348.0,204.0,299.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_L.csv.xlsx
M01,豐年 Fung Nin,M,147.0,346.0,386.0,374.0,341.0,291.0,348.0,459.0,565.0,395.0,299.0,511.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M01,豐年 Fung Nin,F,134.0,342.0,374.0,358.0,343.0,348.0,413.0,551.0,507.0,408.0,271.0,494.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M02,水邊 Shui Pin,M,150.0,305.0,324.0,351.0,382.0,402.0,390.0,457.0,465.0,396.0,324.0,581.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M02,水邊 Shui Pin,F,136.0,316.0,303.0,345.0,402.0,476.0,452.0,510.0,517.0,429.0,337.0,651.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M03,南屏 Nam Ping,M,121.0,430.0,637.0,545.0,300.0,239.0,208.0,456.0,699.0,556.0,342.0,447.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M03,南屏 Nam Ping,F,125.0,371.0,543.0,541.0,288.0,255.0,352.0,673.0,913.0,540.0,311.0,423.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M04,北朗 Pek Long,M,129.0,363.0,422.0,611.0,467.0,416.0,284.0,402.0,583.0,526.0,340.0,448.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M04,北朗 Pek Long,F,128.0,328.0,388.0,538.0,454.0,444.0,376.0,558.0,801.0,560.0,321.0,422.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M05,元朗中心 Yuen Long Centre,M,119.0,293.0,304.0,294.0,317.0,341.0,318.0,376.0,420.0,299.0,248.0,491.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M05,元朗中心 Yuen Long Centre,F,105.0,275.0,318.0,293.0,288.0,314.0,292.0,428.0,392.0,341.0,234.0,469.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M06,元龍 Yuen Lung,M,73.0,197.0,215.0,322.0,402.0,425.0,276.0,346.0,305.0,230.0,174.0,182.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M06,元龍 Yuen Lung,F,62.0,181.0,241.0,355.0,477.0,389.0,331.0,367.0,340.0,226.0,166.0,176.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M07,鳳翔 Fung Cheung,M,114.0,275.0,282.0,302.0,307.0,307.0,334.0,461.0,446.0,287.0,208.0,322.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M07,鳳翔 Fung Cheung,F,125.0,290.0,295.0,351.0,307.0,364.0,418.0,501.0,425.0,289.0,191.0,378.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M08,十八鄉東 Shap Pat Heung East,M,114.0,245.0,255.0,313.0,361.0,371.0,353.0,461.0,427.0,328.0,227.0,395.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M08,十八鄉東 Shap Pat Heung East,F,95.0,183.0,211.0,288.0,297.0,322.0,307.0,413.0,345.0,234.0,175.0,363.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M09,十八鄉中 Shap Pat Heung Central,M,131.0,241.0,304.0,487.0,476.0,425.0,360.0,421.0,438.0,304.0,191.0,239.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M09,十八鄉中 Shap Pat Heung Central,F,122.0,271.0,334.0,458.0,460.0,429.0,409.0,442.0,344.0,262.0,162.0,222.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M10,十八鄉西 Shap Pat Heung West,M,177.0,378.0,384.0,459.0,491.0,505.0,486.0,625.0,640.0,505.0,299.0,444.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M10,十八鄉西 Shap Pat Heung West,F,146.0,340.0,335.0,402.0,437.0,469.0,510.0,674.0,583.0,380.0,258.0,398.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M11,屏山南 Ping Shan South,M,207.0,407.0,405.0,449.0,498.0,458.0,476.0,698.0,774.0,613.0,374.0,479.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M11,屏山南 Ping Shan South,F,208.0,401.0,431.0,431.0,466.0,540.0,533.0,597.0,580.0,415.0,295.0,392.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M12,屏山中 Ping Shan Central,M,100.0,195.0,198.0,277.0,367.0,346.0,272.0,361.0,408.0,263.0,178.0,283.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M12,屏山中 Ping Shan Central,F,77.0,178.0,224.0,251.0,324.0,358.0,305.0,337.0,313.0,234.0,136.0,265.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M13,屏山北 Ping Shan North,M,97.0,214.0,201.0,232.0,243.0,257.0,310.0,387.0,347.0,261.0,158.0,239.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M13,屏山北 Ping Shan North,F,89.0,201.0,190.0,211.0,242.0,247.0,282.0,337.0,285.0,214.0,142.0,247.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M14,廈村 Ha Tsuen,M,104.0,257.0,244.0,332.0,340.0,309.0,359.0,429.0,442.0,355.0,234.0,394.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M14,廈村 Ha Tsuen,F,112.0,204.0,239.0,267.0,284.0,291.0,313.0,395.0,396.0,293.0,191.0,378.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M15,天盛 Tin Shing,M,300.0,574.0,453.0,425.0,408.0,578.0,776.0,888.0,812.0,530.0,337.0,463.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M15,天盛 Tin Shing,F,253.0,585.0,429.0,395.0,433.0,749.0,846.0,822.0,712.0,507.0,336.0,537.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M16,瑞愛 Shui Oi,M,150.0,682.0,679.0,473.0,317.0,214.0,249.0,565.0,772.0,598.0,408.0,445.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M16,瑞愛 Shui Oi,F,169.0,631.0,613.0,399.0,260.0,233.0,461.0,878.0,896.0,620.0,326.0,418.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M17,瑞華 Shui Wah,M,170.0,652.0,644.0,373.0,222.0,159.0,179.0,422.0,621.0,504.0,324.0,406.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M17,瑞華 Shui Wah,F,158.0,585.0,597.0,323.0,203.0,191.0,373.0,683.0,677.0,470.0,259.0,349.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M18,頌華 Chung Wah,M,167.0,482.0,380.0,356.0,382.0,335.0,330.0,420.0,542.0,383.0,257.0,380.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M18,頌華 Chung Wah,F,146.0,455.0,336.0,303.0,274.0,306.0,400.0,494.0,456.0,304.0,200.0,350.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M19,悅恩 Yuet Yan,M,254.0,535.0,479.0,253.0,199.0,239.0,280.0,453.0,668.0,547.0,404.0,573.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M19,悅恩 Yuet Yan,F,236.0,496.0,418.0,215.0,226.0,331.0,463.0,558.0,468.0,359.0,273.0,456.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M20,富恩 Fu Yan,M,245.0,422.0,326.0,339.0,522.0,751.0,600.0,612.0,540.0,376.0,250.0,328.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M20,富恩 Fu Yan,F,221.0,384.0,293.0,328.0,526.0,777.0,646.0,550.0,423.0,336.0,253.0,344.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M21,逸澤 Yat Chak,M,345.0,866.0,673.0,342.0,149.0,184.0,273.0,531.0,860.0,537.0,280.0,398.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M21,逸澤 Yat Chak,F,351.0,809.0,642.0,261.0,189.0,371.0,632.0,838.0,569.0,375.0,148.0,257.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M22,天恒 Tin Heng,M,442.0,1130.0,906.0,416.0,184.0,241.0,274.0,626.0,984.0,564.0,262.0,334.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
M22,天恒 Tin Heng,F,438.0,1027.0,807.0,316.0,215.0,377.0,740.0,958.0,629.0,340.0,131.0,152.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_M.csv.xlsx
