Code,Name,Sex,18-20,21-25,26-30,31-35,36-40,41-45,46-50,51-55,56-60,61-65,66-70,71+,source_file
C21,丹拿 Tanner,M,70.0,233.0,224.0,253.0,314.0,347.0,361.0,354.0,410.0,388.0,382,597.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C21,丹拿 Tanner,F,60.0,189.0,230.0,249.0,339.0,398.0,406.0,483.0,458.0,428.0,415,632.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C22,健康村 Healthy Village,M,66.0,190.0,199.0,195.0,222.0,249.0,308.0,364.0,409.0,329.0,291,755.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C22,健康村 Healthy Village,F,80.0,205.0,219.0,183.0,226.0,327.0,325.0,439.0,417.0,330.0,343,965.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C23,鰂魚涌 Quarry Bay,M,55.0,142.0,187.0,204.0,254.0,299.0,260.0,285.0,308.0,258.0,320,519.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C23,鰂魚涌 Quarry Bay,F,67.0,160.0,196.0,210.0,272.0,283.0,262.0,333.0,341.0,381.0,311,549.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C24,南豐 Nam Fung,M,76.0,230.0,202.0,246.0,303.0,367.0,311.0,396.0,452.0,381.0,392,604.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C24,南豐 Nam Fung,F,81.0,195.0,204.0,301.0,368.0,392.0,392.0,489.0,504.0,422.0,421,664.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C25,康怡 Kornhill,M,118.0,247.0,222.0,248.0,266.0,358.0,367.0,482.0,519.0,459.0,351,438.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C25,康怡 Kornhill,F,86.0,215.0,210.0,228.0,308.0,417.0,469.0,565.0,577.0,474.0,322,451.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C26,康山 Kornhill Garden,M,79.0,207.0,217.0,203.0,266.0,280.0,305.0,410.0,529.0,386.0,295,474.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C26,康山 Kornhill Garden,F,66.0,216.0,216.0,229.0,309.0,337.0,358.0,482.0,581.0,396.0,328,625.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C27,興東 Hing Tung,M,144.0,410.0,363.0,343.0,364.0,408.0,447.0,681.0,726.0,578.0,600,891.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C27,興東 Hing Tung,F,147.0,366.0,359.0,333.0,356.0,429.0,630.0,785.0,798.0,724.0,591,1051.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C28,西灣河 Sai Wan Ho,M,93.0,223.0,235.0,281.0,337.0,349.0,344.0,435.0,473.0,419.0,378,575.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C28,西灣河 Sai Wan Ho,F,100.0,215.0,272.0,304.0,363.0,393.0,402.0,514.0,509.0,470.0,369,612.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C29,下耀東 Lower Yiu Tung,M,120.0,326.0,344.0,298.0,298.0,295.0,263.0,377.0,521.0,404.0,371,586.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C29,下耀東 Lower Yiu Tung,F,88.0,365.0,310.0,253.0,272.0,304.0,332.0,548.0,492.0,448.0,400,620.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C30,上耀東 Upper Yiu Tung,M,102.0,333.0,330.0,313.0,201.0,204.0,196.0,354.0,509.0,431.0,395,588.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C30,上耀東 Upper Yiu Tung,F,85.0,302.0,336.0,289.0,166.0,197.0,286.0,486.0,581.0,465.0,391,667.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C31,興民 Hing Man,M,110.0,305.0,334.0,322.0,255.0,216.0,237.0,344.0,484.0,415.0,405,659.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C31,興民 Hing Man,F,124.0,311.0,335.0,283.0,218.0,225.0,322.0,478.0,522.0,487.0,394,809.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C32,樂康 Lok Hong,M,107.0,249.0,261.0,261.0,288.0,242.0,260.0,377.0,580.0,461.0,330,490.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C32,樂康 Lok Hong,F,84.0,242.0,230.0,217.0,253.0,262.0,308.0,516.0,654.0,427.0,338,581.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C33,翠德 Tsui Tak,M,92.0,259.0,219.0,238.0,304.0,258.0,250.0,410.0,491.0,347.0,276,351.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C33,翠德 Tsui Tak,F,105.0,236.0,216.0,272.0,298.0,299.0,332.0,496.0,475.0,359.0,246,365.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C34,漁灣 Yue Wan,M,117.0,259.0,242.0,212.0,254.0,316.0,330.0,445.0,480.0,380.0,348,751.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C34,漁灣 Yue Wan,F,119.0,271.0,258.0,204.0,244.0,308.0,370.0,515.0,476.0,395.0,426,850.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C35,佳曉 Kai Hiu,M,94.0,253.0,336.0,322.0,288.0,266.0,302.0,443.0,547.0,475.0,313,587.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
C35,佳曉 Kai Hiu,F,102.0,272.0,316.0,303.0,226.0,276.0,321.0,511.0,666.0,472.0,365,672.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
"總計
Total",6749,17092,17742.0,18442.0,21060.0,24359.0,25950.0,33015.0,35637.0,30325.0,27358.0,47502.0,"每區總計
Grand Total",305231.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_C.csv(1).xlsx
K01,德華 Tak Wah,M,113.0,248.0,251.0,301.0,341.0,396.0,379.0,416.0,371.0,298.0,284.0,495.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K01,德華 Tak Wah,F,99.0,282.0,240.0,264.0,330.0,407.0,377.0,422.0,342.0,321.0,257.0,455.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K02,楊屋道 Yeung Uk Road,M,106.0,215.0,261.0,364.0,480.0,505.0,389.0,399.0,367.0,290.0,256.0,434.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K02,楊屋道 Yeung Uk Road,F,98.0,208.0,235.0,400.0,481.0,475.0,409.0,385.0,365.0,278.0,239.0,433.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K03,海濱 Hoi Bun,M,211.0,470.0,330.0,295.0,368.0,503.0,473.0,679.0,744.0,429.0,268.0,462.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K03,海濱 Hoi Bun,F,169.0,457.0,347.0,331.0,417.0,518.0,567.0,870.0,629.0,338.0,277.0,383.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K04,祈德尊 Clague Garden,M,105.0,230.0,210.0,213.0,282.0,294.0,285.0,365.0,351.0,296.0,266.0,676.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K04,祈德尊 Clague Garden,F,76.0,201.0,213.0,187.0,264.0,291.0,270.0,365.0,395.0,331.0,306.0,828.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K05,福來 Fuk Loi,M,82.0,203.0,230.0,194.0,213.0,233.0,255.0,328.0,333.0,299.0,264.0,797.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K05,福來 Fuk Loi,F,90.0,220.0,186.0,187.0,225.0,264.0,271.0,353.0,382.0,363.0,297.0,1082.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K06,愉景 Discovery Park,M,143.0,364.0,328.0,322.0,365.0,425.0,529.0,691.0,636.0,427.0,261.0,302.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K06,愉景 Discovery Park,F,155.0,371.0,313.0,328.0,385.0,526.0,602.0,775.0,637.0,367.0,234.0,323.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K07,荃灣中心 Tsuen Wan Centre,M,94.0,263.0,283.0,359.0,383.0,346.0,300.0,381.0,422.0,316.0,310.0,408.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K07,荃灣中心 Tsuen Wan Centre,F,104.0,208.0,277.0,375.0,373.0,363.0,350.0,452.0,460.0,378.0,286.0,395.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K08,荃威 Allway,M,140.0,339.0,300.0,306.0,414.0,491.0,441.0,483.0,521.0,402.0,329.0,499.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K08,荃威 Allway,F,112.0,297.0,260.0,326.0,467.0,522.0,521.0,541.0,479.0,424.0,318.0,488.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K09,麗濤 Lai To,M,159.0,404.0,396.0,309.0,424.0,420.0,419.0,586.0,678.0,508.0,377.0,423.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K09,麗濤 Lai To,F,160.0,373.0,319.0,349.0,462.0,490.0,527.0,674.0,688.0,449.0,329.0,372.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K10,汀深 Ting Sham,M,104.0,251.0,203.0,224.0,409.0,437.0,433.0,473.0,426.0,337.0,252.0,259.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K10,汀深 Ting Sham,F,106.0,218.0,175.0,281.0,415.0,493.0,450.0,433.0,391.0,315.0,217.0,233.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K11,荃灣西 Tsuen Wan West,M,177.0,419.0,368.0,353.0,441.0,473.0,419.0,553.0,616.0,482.0,350.0,358.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K11,荃灣西 Tsuen Wan West,F,163.0,371.0,363.0,396.0,475.0,507.0,520.0,661.0,622.0,416.0,315.0,291.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K12,荃灣郊區 Tsuen Wan Rural,M,123.0,291.0,278.0,309.0,369.0,416.0,389.0,573.0,574.0,425.0,307.0,388.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K12,荃灣郊區 Tsuen Wan Rural,F,110.0,290.0,242.0,331.0,408.0,464.0,503.0,620.0,540.0,378.0,279.0,306.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K13,馬灣 Ma Wan,M,44.0,114.0,129.0,258.0,374.0,491.0,381.0,313.0,274.0,226.0,186.0,185.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K13,馬灣 Ma Wan,F,50.0,96.0,130.0,293.0,488.0,543.0,406.0,329.0,301.0,258.0,171.0,168.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K14,綠楊 Luk Yeung,M,108.0,260.0,262.0,275.0,347.0,407.0,382.0,458.0,454.0,394.0,279.0,441.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K14,綠楊 Luk Yeung,F,98.0,256.0,250.0,268.0,397.0,458.0,434.0,510.0,500.0,402.0,277.0,461.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K15,梨木樹東 Lei Muk Shue East,M,214.0,416.0,358.0,322.0,342.0,390.0,386.0,470.0,515.0,442.0,367.0,473.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K15,梨木樹東 Lei Muk Shue East,F,190.0,457.0,324.0,291.0,372.0,458.0,471.0,586.0,525.0,443.0,318.0,441.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K16,梨木樹西 Lei Muk Shue West,M,142.0,332.0,359.0,233.0,273.0,368.0,402.0,358.0,427.0,299.0,292.0,983.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K16,梨木樹西 Lei Muk Shue West,F,139.0,334.0,281.0,234.0,222.0,368.0,402.0,428.0,400.0,371.0,478.0,1085.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K17,石圍角 Shek Wai Kok,M,92.0,257.0,202.0,181.0,227.0,260.0,245.0,310.0,324.0,325.0,347.0,824.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K17,石圍角 Shek Wai Kok,F,68.0,199.0,154.0,156.0,205.0,266.0,273.0,339.0,383.0,466.0,469.0,887.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K18,象石 Cheung Shek,M,108.0,243.0,223.0,211.0,262.0,313.0,257.0,300.0,348.0,297.0,313.0,691.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
K18,象石 Cheung Shek,F,99.0,293.0,223.0,183.0,250.0,290.0,292.0,349.0,358.0,409.0,365.0,715.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_K.csv.xlsx
J01,觀塘中心 Kwun Tong Central,M,89.0,230.0,270.0,289.0,265.0,285.0,275.0,342.0,372.0,331.0,293.0,557.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J01,觀塘中心 Kwun Tong Central,F,71.0,239.0,282.0,255.0,270.0,254.0,293.0,370.0,406.0,366.0,306.0,603.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J02,九龍灣 Kowloon Bay,M,100.0,207.0,175.0,220.0,340.0,448.0,375.0,396.0,380.0,277.0,216.0,306.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J02,九龍灣 Kowloon Bay,F,108.0,223.0,191.0,226.0,378.0,433.0,378.0,459.0,349.0,275.0,208.0,291.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J03,啟業 Kai Yip,M,82.0,201.0,228.0,277.0,313.0,257.0,193.0,297.0,367.0,365.0,402.0,949.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J03,啟業 Kai Yip,F,92.0,201.0,201.0,234.0,271.0,265.0,248.0,374.0,466.0,505.0,495.0,1059.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J04,麗晶 Lai Ching,M,90.0,264.0,398.0,433.0,312.0,296.0,297.0,403.0,679.0,687.0,440.0,592.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J04,麗晶 Lai Ching,F,96.0,231.0,371.0,426.0,326.0,320.0,342.0,543.0,892.0,647.0,389.0,723.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J05,坪石 Ping Shek,M,100.0,280.0,218.0,220.0,194.0,191.0,267.0,311.0,323.0,303.0,269.0,946.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J05,坪石 Ping Shek,F,81.0,273.0,206.0,176.0,176.0,214.0,255.0,358.0,391.0,342.0,369.0,1292.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J06,雙彩 Sheung Choi,M,190.0,358.0,294.0,165.0,209.0,304.0,348.0,421.0,447.0,375.0,418.0,783.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J06,雙彩 Sheung Choi,F,184.0,340.0,256.0,219.0,289.0,444.0,474.0,499.0,420.0,356.0,468.0,742.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J07,佐敦谷 Jordan Valley,M,211.0,375.0,311.0,243.0,277.0,358.0,458.0,538.0,536.0,382.0,347.0,770.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J07,佐敦谷 Jordan Valley,F,192.0,333.0,295.0,208.0,323.0,475.0,538.0,512.0,488.0,352.0,364.0,852.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J08,順天 Shun Tin,M,147.0,372.0,347.0,367.0,411.0,387.0,344.0,436.0,510.0,520.0,553.0,1232.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J08,順天 Shun Tin,F,157.0,347.0,308.0,301.0,331.0,315.0,332.0,469.0,580.0,745.0,725.0,1345.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J09,雙順 Sheung Shun,M,165.0,343.0,251.0,217.0,446.0,631.0,724.0,637.0,377.0,284.0,255.0,693.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J09,雙順 Sheung Shun,F,181.0,310.0,222.0,236.0,444.0,659.0,591.0,512.0,335.0,374.0,400.0,837.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J10,安利 On Lee,M,80.0,233.0,214.0,228.0,283.0,232.0,202.0,242.0,301.0,345.0,372.0,948.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J10,安利 On Lee,F,71.0,189.0,166.0,174.0,213.0,190.0,226.0,315.0,388.0,503.0,558.0,994.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J11,寶達 Po Tat,M,465.0,976.0,752.0,619.0,499.0,542.0,626.0,711.0,990.0,864.0,770.0,1421.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J11,寶達 Po Tat,F,397.0,883.0,683.0,518.0,476.0,634.0,831.0,948.0,952.0,960.0,723.0,1037.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J12,秀茂坪北 Sau Mau Ping North,M,230.0,522.0,482.0,426.0,308.0,367.0,454.0,460.0,505.0,475.0,435.0,1209.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J12,秀茂坪北 Sau Mau Ping North,F,215.0,457.0,404.0,312.0,288.0,359.0,454.0,518.0,591.0,553.0,527.0,1260.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J13,曉麗 Hiu Lai,M,174.0,433.0,319.0,410.0,399.0,419.0,537.0,801.0,663.0,522.0,405.0,690.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J13,曉麗 Hiu Lai,F,186.0,395.0,324.0,348.0,374.0,453.0,700.0,801.0,702.0,520.0,434.0,771.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J14,秀茂坪南 Sau Mau Ping South,M,200.0,383.0,285.0,217.0,193.0,289.0,287.0,337.0,393.0,314.0,278.0,580.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J14,秀茂坪南 Sau Mau Ping South,F,148.0,308.0,263.0,188.0,264.0,421.0,409.0,442.0,388.0,320.0,310.0,482.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J15,秀茂坪中 Sau Mau Ping Central,M,187.0,429.0,438.0,345.0,213.0,226.0,279.0,373.0,467.0,383.0,326.0,844.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J15,秀茂坪中 Sau Mau Ping Central,F,174.0,455.0,410.0,268.0,193.0,303.0,405.0,529.0,475.0,452.0,359.0,790.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J16,興田 Hing Tin,M,105.0,289.0,369.0,451.0,393.0,449.0,411.0,501.0,581.0,467.0,383.0,929.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J16,興田 Hing Tin,F,98.0,303.0,338.0,369.0,402.0,387.0,430.0,544.0,644.0,512.0,509.0,1015.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J17,藍田 Lam Tin,M,235.0,420.0,329.0,290.0,336.0,511.0,553.0,568.0,600.0,440.0,312.0,872.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J17,藍田 Lam Tin,F,170.0,405.0,322.0,286.0,385.0,645.0,566.0,596.0,504.0,401.0,377.0,1030.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J18,廣德 Kwong Tak,M,109.0,365.0,356.0,378.0,437.0,590.0,550.0,576.0,507.0,422.0,425.0,1277.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J18,廣德 Kwong Tak,F,146.0,357.0,319.0,305.0,412.0,528.0,510.0,599.0,571.0,563.0,665.0,1499.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J19,平田 Ping Tin,M,190.0,480.0,454.0,285.0,260.0,371.0,394.0,484.0,557.0,426.0,369.0,979.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J19,平田 Ping Tin,F,186.0,477.0,406.0,266.0,287.0,380.0,419.0,558.0,544.0,474.0,390.0,1121.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J20,栢雅 Pak Nga,M,138.0,279.0,256.0,254.0,274.0,286.0,361.0,581.0,517.0,403.0,345.0,571.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J20,栢雅 Pak Nga,F,122.0,276.0,214.0,248.0,308.0,335.0,471.0,650.0,551.0,427.0,353.0,723.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J21,油塘東 Yau Tong East,M,224.0,457.0,439.0,324.0,324.0,462.0,504.0,631.0,646.0,465.0,418.0,944.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J21,油塘東 Yau Tong East,F,253.0,453.0,381.0,272.0,358.0,538.0,653.0,670.0,611.0,519.0,449.0,917.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J22,油麗 Yau Lai,M,218.0,419.0,367.0,276.0,205.0,332.0,320.0,379.0,496.0,350.0,401.0,618.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J22,油麗 Yau Lai,F,226.0,372.0,351.0,249.0,307.0,422.0,400.0,466.0,445.0,387.0,358.0,562.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J23,翠翔 Chui Cheung,M,214.0,350.0,288.0,336.0,658.0,896.0,653.0,555.0,354.0,280.0,259.0,503.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J23,翠翔 Chui Cheung,F,172.0,364.0,345.0,381.0,662.0,822.0,584.0,470.0,367.0,332.0,309.0,544.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J24,油塘西 Yau Tong West,M,178.0,401.0,422.0,316.0,231.0,282.0,310.0,443.0,510.0,428.0,431.0,936.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J24,油塘西 Yau Tong West,F,176.0,347.0,340.0,219.0,226.0,382.0,423.0,503.0,500.0,408.0,447.0,983.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J25,麗港城 Laguna City,M,235.0,501.0,335.0,294.0,344.0,421.0,647.0,970.0,919.0,555.0,315.0,350.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J25,麗港城 Laguna City,F,259.0,451.0,333.0,326.0,411.0,601.0,814.0,1063.0,829.0,447.0,286.0,374.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J26,景田 King Tin,M,198.0,400.0,324.0,330.0,449.0,505.0,530.0,716.0,662.0,450.0,332.0,438.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J26,景田 King Tin,F,182.0,361.0,345.0,350.0,533.0,553.0,634.0,829.0,610.0,467.0,301.0,525.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J27,翠屏 Tsui Ping,M,170.0,417.0,415.0,339.0,346.0,342.0,422.0,587.0,621.0,468.0,431.0,1156.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J27,翠屏 Tsui Ping,F,147.0,384.0,372.0,296.0,321.0,374.0,480.0,661.0,681.0,562.0,473.0,1486.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
J28,寶樂 Po Lok,M,106.0,286.0,303.0,282.0,289.0,284.0,327.0,527.0,494.0,369.0,330.0,790.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_J.csv.xlsx
